kWh_kWp
0
0
0
0
0
0
0
0
0.017341256
0.085285463
0.181427427
0.337790182
0.447739574
0.320667513
0.154359037
0.070822273
0.018543485
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000692193
0.105504785
0.22004451
0.170570926
0.061969488
0.055484733
0.046631949
0.013916723
0.001857992
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.020947946
0.051914474
0.095996238
0.160078738
0.13002299
0.086196243
0.043863178
0.005173232
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.2824E-05
0.031440135
0.09483044
0.160661637
0.373274181
0.352836272
0.166017025
0.097781368
0.027250546
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.017960587
0.089766502
0.215964214
0.348828838
0.258916611
0.123319647
0.175416278
0.070530823
0.008342747
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001420818
0.083391041
0.177857169
0.401034762
0.542861463
0.413967842
0.158002159
0.060002203
0.010091446
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.018907799
0.089839364
0.18452408
0.418157431
0.563226511
0.433822851
0.166854943
0.064483242
0.010892932
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.031476565
0
0
0.142992501
0.253706948
0.004954644
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.017523412
0.047579161
0.063135287
0.135633395
0.183358282
0.131990275
0.119858681
0.069000712
0.024518204
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001602973
0.241757511
0
0
0.05901856
0.185762741
0.297169381
0.109512218
0.032387346
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000291449
0.073591044
0.236584279
0.386680865
0.498014644
0.464680087
0.237859372
0.06200592
0.010382895
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.2824E-05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.018288467
0.530802733
0.167765723
0.094794009
0.01446319
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.12765496
0.043863178
0
0
0.367991654
0.185507723
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.117454222
0.10415683
0.018834936
0.000291449
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.050821538
0.043243846
0.010601483
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000437175
0.036977678
0.052315217
0.135596964
0.131844549
0.054027484
0.019599991
7.2824E-05
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000364312
0.034682512
0
0.227585771
0.410251859
0.432147016
0.756785531
0.546103842
0.174068323
0.036540504
0.00091078
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.008597765
0.156799928
0.51386222
0.779919349
0.824984756
0.755109695
0.563153648
0.16044305
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001056505
0.010856501
0.163940446
0.48887041
0.838755754
0.84014014
0.761047983
0.490145503
0.215782058
0
0.031731584
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000145725
0.013115236
0.188021477
0.515720213
0.72516324
0.76039222
0.723378111
0.556231718
0.04998362
0
0.115559799
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.031804447
0.169951596
0.544719456
0.741848735
0.806805583
0.711829417
0.565521677
0.211738194
0.075776917
0.002149442
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.029691437
0.085868363
0.137454956
0.211701763
0.502532114
0.534263698
0.400306139
0.288899497
0.050675813
0.00240446
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000145725
0.042333066
0.222193951
0.567088218
0.732813794
0.494371523
0.486356657
0.60326441
0.29531139
0.03734199
0.002040148
0
0
0
0
0
