kWh_kWp
0
0
0
0
0
0
0
0.000650407
0.254634146
0.644552846
0.73398374
0.749593496
0.701788618
0.61203252
0.301138211
0.057235772
0.01398374
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01495935
0.206178862
0.455609756
0.135934959
0.030243902
0.025691057
0.022113821
0.007154472
0.00097561
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001626016
0.010081301
0.02504065
0.048130081
0.082926829
0.072845528
0.047804878
0.024065041
0.003577236
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001626016
0.015609756
0.045528455
0.101138211
0.419186992
0.410406504
0.131056911
0.093333333
0.040325203
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00195122
0.225691057
0.625691057
0.714796748
0.49300813
0.215934959
0.06601626
0.217886179
0.169105691
0.015609756
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000650407
0.021138211
0.495934959
0.724227642
0.744390244
0.720650407
0.644552846
0.50504065
0.293333333
0.041626016
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00097561
0.22796748
0.605528455
0.714146341
0.746341463
0.727479675
0.639674797
0.496260163
0.298861789
0.045203252
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000325203
0.01203252
0.070894309
0.123902439
0.14504065
0.184065041
0.13203252
0.230894309
0.124552846
0.010731707
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00195122
0.006829268
0.012682927
0.015609756
0.029918699
0.045853659
0.174634146
0.064715447
0.005853659
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00097561
0.008130081
0.016585366
0.018536585
0.023739837
0.025691057
0.017886179
0.005853659
0.00195122
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001626016
0.008455285
0.016585366
0.034471545
0.055934959
0.026666667
0.015609756
0.011056911
0.002601626
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002601626
0.022439024
0.028943089
0.06504065
0.098861789
0.069268293
0.06796748
0.036422764
0.015284553
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000325203
0.036422764
0.080650407
0.318373984
0.516097561
0.548943089
0.350569106
0.218861789
0.083577236
0.017886179
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003252033
0.051382114
0.314796748
0.485528455
0.52
0.427642276
0.266341463
0.042276423
0.005853659
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.013333333
0.042276423
0.176585366
0.434796748
0.194796748
0.073170732
0.050406504
0.031219512
0.006178862
0.00097561
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000650407
0.115772358
0.532682927
0.756422764
0.837398374
0.807479675
0.555121951
0.123252033
0.067317073
0.009756098
0.000325203
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001300813
0.203577236
0.549268293
0.443577236
0.411382114
0.521626016
0.10796748
0.02504065
0.016585366
0.008130081
0.000325203
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.006829268
0.087154472
0.670894309
0.681626016
0.746666667
0.724552846
0.570731707
0.36097561
0.080650407
0.001300813
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003577236
0.302439024
0.65300813
0.761300813
0.792845528
0.768130081
0.682601626
0.544715447
0.347642276
0.081626016
0.000650407
0
0
0
0.000325203
0
0
0.000325203
0
0
0
0.000325203
0
0
0.000325203
0.003252033
0.030569106
0.019512195
0.011382114
0.008455285
0.011707317
0.01398374
0.009430894
0.002276423
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.008455285
0.042926829
0.09300813
0.134634146
0.09203252
0.046829268
0.130731707
0.123577236
0.015284553
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.005528455
0.028617886
0.057235772
0.060487805
0.032845528
0.026341463
0.027317073
0.020487805
0.005853659
0.000325203
0.000325203
0
0.000325203
0.000325203
0.000325203
0
0.000325203
0.000650407
0.000325203
0
0.000325203
0.000650407
0.000325203
0
0.007154472
0.017886179
0.063089431
0.140813008
0.17203252
0.216585366
0.109918699
0.042276423
0.019186992
0.001300813
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000325203
0.020487805
0.38796748
0.586341463
0.433821138
0.431219512
0.730731707
0.575284553
0.360650407
0.088780488
0.002276423
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002926829
0.304065041
0.670894309
0.795447154
