WIND
0
0
0.054391645
0
0.048091239
0.047130762
0.0443803
0.042291314
0.037234538
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.034572904
0
0
0
0
0
0
0
0
0.142309991
0.131368844
0.050248742
0.035103179
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.045229672
0.03841227
0.043968429
0.042129335
0.038147025
0.036934524
0
0
0
0
0
0.037144596
0.036542232
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.046095082
0.119623493
0.107799066
0.057270533
0.038725602
0
0
0
0
0.034355426
0
0
0
0.040423228
0
0
0.047827476
0.034522852
0
0
0
0
0
0
0.113934344
0.076573154
0.055448142
0.034553598
0
0
0
0
0.035562242
0.060635033
0.043994686
0.070951644
0.07656649
0.057931985
0.070550224
0.058378262
0.045814896
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.093533163
0.048799687
0.068148029
0.066684857
0.055409065
0.037907456
0.0707252
0.04054516
0
0
0
0
0
0
0
0.037506371
0
0
0
0
0
0
0
0
0
0
0
0.034776934
0
0
0
0
0
0
0
0
0.034598779
0.035097877
0
0
0
0
0.0436462
0.040933636
0.039502847
0.04190438
0.050107558
0.065101499
0.092546068
0.116481438
0.044406135
0.075297533
0.065855387
0.084230433
0.041600352
0.035769071
0.051999144
0.046909179
0.047996802
0.042564068
0.075230254
0.050326265
0.112755888
0.089166344
0.052434375
0
0
0
0.086416781
0.055735078
0.078586492
0.214802576
0.069939629
0.106728334
0.115746129
0.115832519
0.1429528
0.276869443
0.170374544
0
0.056597605
0.11666673
0.166232949
0.098878745
0.047809445
0.047719642
0.041889293
0.078495732
0.096974158
0.110449163
0.216876453
0.219216287
0.245848633
0.141261292
0.130088102
0.168497722
0.221758507
0.299524742
0.234903981
0
0
0.164033685
0.255799079
0.288613889
0.281891881
0.393032888
0.335370782
0.345641671
0.267412945
0.257994804
0.245452849
0.15526837
0.088905569
0
0.038811603
0.297328685
0.224086736
0.136034674
0.097533264
0.149140298
0.195335159
0.088751488
0.051065549
0
0
0.056131124
0.144254413
0.173763923
0.239887303
0.286082886
0.206376861
0.319650946
0.193793544
0.128925191
0.165178949
0.254941347
0.238597585
0.099956834
0.074837789
0.042440092
0.036778525
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.047340104
0
0
0
0.043342841
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.085702157
0.389141571
0.637831465
0.697288089
0.62567027
0.347046177
0.292663726
0.32036931
0.135348157
0.093055331
0.054284589
0
0.038529663
0
0
0
0
0
0
0
0
0
0
0
0.067383741
0.135791483
0.107593063
0.181723951
0.147971318
0.101854607
0.055177549
0
0
0.059091426
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.034842766
0.042973835
0
0
0
0
0
0
0.11311981
0
0
0
0
0.036883846
0
0
0
0
0
0
0
0.034483867
0.173250455
0
0
0
0
0
0.226886862
0.205310808
0.055122379
0.054918571
0.051309852
0.04105416
0.048961021
0.049278442
0
0
0
0.057101685
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.059511377
0.042818279
0.034215224
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.035851532
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.038251802
0.060099014
0.034697711
0.034399461
0.034650454
0
0
0.044910181
0.040226933
0
0
0.034979763
0
0
0
