Building ICSTM [kWh]
81.64770431
80.44700277
91.49345689
110.9448217
131.8370284
116.9483294
115.5074876
113.8265054
108.3032784
103.2603319
101.8194901
96.53640333
93.89485996
96.29626303
98.4575258
97.01668396
103.5004722
104.7011738
102.539911
102.539911
99.65822733
87.41107168
83.80896707
79.00616093
79.17169644
78.00740678
88.7188716
107.580364
127.839004
113.4018123
112.0046647
110.3746591
105.0189267
100.1289102
98.73176262
93.60888814
91.04745091
93.3760302
95.47175158
94.074604
100.3617681
101.5260578
99.4303364
99.4303364
96.63604124
84.76028677
81.26741782
76.6102592
77.44372584
79.64244362
85.26138902
93.0790522
112.3789082
128.9914424
135.0989918
132.1673681
126.3041207
119.7079674
112.6232101
107.4928687
104.561245
102.8511312
103.5840371
104.561245
103.3397351
100.8967154
98.69799761
97.47648774
91.12463641
79.88674559
72.80198833
73.29059228
74.66898398
77.30154431
80.65207565
87.83178565
106.7383553
128.0381616
134.4999006
130.9100456
124.6876303
118.7045386
111.7641523
105.7810606
102.4305293
100.51594
100.9945873
101.951882
100.9945873
99.55864532
98.12270331
95.72946665
90.22502232
79.45545732
71.07912898
70.83980532
75.68409181
79.32275007
84.41687164
92.1793426
112.5558289
135.1155101
134.1452012
130.2639657
122.0163403
116.9222188
113.2835605
104.3082035
98.00119581
96.3031553
97.03088694
100.1843908
102.6101629
102.1250085
98.97150467
96.06057808
95.81800086
84.65944886
76.65440069
77.62470955
72.78011109
71.70981534
81.55653625
98.89532741
117.5184735
104.2468062
102.9624513
101.4640372
96.54067677
92.04543461
90.76107971
86.05177841
83.69712775
85.83771924
87.76425161
86.4798967
92.25949376
93.32978951
91.40325715
91.40325715
88.83454735
77.91753069
74.70664344
70.42546043
62.16744915
64.38052986
70.61739369
81.0792298
93.55295746
108.0385767
114.4766297
111.6599815
104.4171719
97.97911889
89.93155266
87.11490447
82.48755388
81.0792298
80.27447318
82.68874304
83.09112136
85.10301291
84.7006346
83.89587799
78.46377077
67.80074552
59.35080097
57.13772026
63.97893499
66.5127542
72.8473022
83.82718545
97.76319108
114.6553191
121.4121704
122.67908
112.1214999
104.0977391
97.12973628
92.48440106
89.10597546
87.83906586
86.36100465
86.14985304
87.62791424
85.72754984
85.93870144
85.30524665
80.02645663
67.7796638
60.38935777
59.96705457
78.76533054
81.0015702
86.71640491
94.66747929
114.2966942
131.1927272
137.4045041
134.4228512
128.4595454
121.7508264
114.5451652
109.3272727
106.3456198
104.6063223
105.3517355
106.3456198
105.1032644
102.6185537
100.382314
99.13995863
92.67971069
81.25004128
74.04438013
74.54132227
88.21761575
90.72221683
97.12286403
106.0281123
128.012944
146.9365966
153.8938218
150.5543537
143.8754175
136.3616142
128.291233
122.4471638
119.1076957
117.1596726
117.9945397
119.1076957
117.7162507
114.9333606
112.4287595
111.0373144
103.8018002
91.00050583
82.93012458
83.48670259
78.18373315
80.94021093
84.44845536
91.96612201
111.7626442
134.0650552
140.8309552
137.0721219
130.5568108
124.2920886
117.0250108
110.7602886
107.2520442
105.2473331
105.7485109
106.7508664
105.7485109
104.2449775
102.7414442
100.2355553
94.47201089
83.19551091
74.42489982
74.17431094
74.07098081
77.63208566
82.61763244
90.2146561
110.1568433
132.2356933
131.2860653
127.4875535
119.4157158
114.4301691
110.8690642
102.0850056
95.91242386
94.25057493
94.96279589
98.04908677
100.4231567
99.94834269
96.86205181
94.01316794
93.77576095
82.85503943
75.02060876
75.97023673
97.37986641
95.94780956
109.1227327
132.3220538
157.2398431
139.4823381
137.7638698
135.7589902
129.1715287
123.1568899
121.4384216
115.1373715
111.9868464
114.8509601
117.4286624
115.7101942
123.4433013
124.8753581
122.2976558
122.2976558
118.8607193
104.2537393
99.95756876
