demand_I
18.42
18.02
18.11
18.14
18.14
18.53
31.65
33.5579023
27.25046059
26.091925
24.128117
20.298012
17.131855
15.401581
13.9358433
10.6610802
9.80862888
9.41
9.38
9.57
9.6
11.14
10.62
11.55
17.66
17.89
18.21
18.66
18.69
18.66
30.75
32.45
23.73018234
22.9841412
28.189344
16.3831155
27.89242579
34.12444986
21.91027735
21.62746504
20.84632343
17.15
17.09
17.5
17.63
18.88
19.26
22.27
20.42
16.45
17.09
17.38
17.57
17.82
38.98
41.02
31.18475568
27.20523528
26.68148756
29.8607184
31.02472
27.2269848
25.4008372
23.14026418
21.00620252
16.22
16.06
15.52
15.9
17.22
17.5
17.92
17.02
15.94
16.38
16.35
16.38
16.38
38.18
39.52
29.45669466
25.87676461
25.9880693
29.0415038
33.026636
28.660786
20.3475984
17.5224565
14.95550101
9.44
9.02
9.09
9.18
10.59
10.91
15.04
19.1
17.79
17.92
17.98
17.73
17.54
39.39
41.01370683
33.8302994
36.412069
34.22476
28.742874
21.2573453
18.1905309
21.5778121
19.3325115
13.58178459
8.67
8.7
8.86
9.09
12.22
17.25
18.27
16.06
16.61
16.96
18.72
20.96
16.99
29.06
29.1079023
26.85965394
25.790815
28.027523
30.346514
27.077291
24.887265
21.113807
19.331516
9.51443561
7.94
7.87
7.78
7.78
9.09
9.02
12.9
9.44
17.89
15.23
15.94
16.29
16.42
28.13
27.35685342
30.07817741
25.559038
25.581348
24.907321
20.564495
39.567047
20.445436
15.6429954
18.27423811
19.68
20.16
17.86
16.16
17.06
16.38
20.51
16.42
19.07
15.26
15.94
16.38
16.64
38.72
40.00895112
31.78927206
24.801348
21.1403834
25.0194573
26.2814238
20.9160818
19.9553076
22.6282857
22.63538754
18.14
17.38
17.38
17.34
18.59
18.34
20.13
19.62
20.51
17.86
17.66
17.54
17.98
39.46
40.7
31.76370683
27.96797388
29.36909437
31.56965459
31.35350464
31.9521104
23.1067608
24.4412764
25.41112049
18.78
18.72
18.59
17.98
19.33
19.3
20.58
19.74
21.28
18.46
18.34
18.69
19.14
40.99
41.44
31.09685342
27.13377844
29.226508
31.71021483
27.37343303
27.77713986
28.78231257
27.36112049
24.27370683
19.04
18.78
17.92
19.58
17.95
17.44
18.46
18.18
19.46
16.42
16.7
16.64
23.42
35.2
35.2
30.12475568
27.01272959
25.676508
24.97882057
24.2895956
25.75399328
26.21965459
25.96433869
18.6616091
17.89
17.09
17.12
17.28
18.02
18.11
19.1
16.8
19.42
16.38
16.64
16.61
23.46
35.36
35.07
29.6581791
26.10444847
24.49766122
26.7415375
25.5531558
26.0909023
25.2220878
23.9597074
17.39351347
16.19
15.78
15.68
15.46
16.48
16.86
18.24
17.54
20.32
17.41
17.76
17.95
18.18
29.6
29.50895112
26.8652074
20.3968021
7.8963636
2.181055
6.37892
49.9269562
20.9150055
15.9362623
18.63464256
14.37
14.27
15.23
15.81
17.28
17.82
20.03
19.1
20.58
17.98
18.24
18.53
18.46
30.27
29.76
28.38727138
16.0736797
14.5404811
62.334228
97.622769
70.955696
16.0615116
18.6545879
19.02757049
16.1
17.22
17.5
17.28
19.04
18.69
20.03
18.91
20.48
18.08
18.66
18.56
21.7
32.35
32.9
30.73893562
28.8136479
29.3404677
32.257671
32.5617314
33.2740059
34.3474263
31.4493092
24.01007161
20.15685342
19.55
19.07
19.17
20.48
19.94
21.5
20.58
22.43
19.97
20.38
20.13
23.33
34.24
35.1179023
33.366605
28.871963
25.520346
24.628779
16.052214
26.826692
27.6993311
30.1068255
23.18362411
20.61895112
19.52
19.07
19.01
20.67
20.29
21.15
20.29
21.98
19.23
19.36
19.3
22.66
33.82
33.69580456
33.9922921
21.688351
16.656352
14.099389
20.159595
27.7210177
24.49923756
26.346508
22.04377844
20.00895112
18.5
17.73
17.54
18.08
17.98
19.01
18.53
20.16
17.5
17.79
17.82
20.96
32.13
32.45
31.83797388
21.2789049
17.661997
21.500584
5.874012
3.914534
13.046526
22.8889926
21.15137211
22.02356455
21.44
17.7
17.15
18.3
19.55
20.93
19.74
21.18
18.56
18.94
19.17
26.75
37.15
37.24846251
28.0045579
20.332884
12.160813
5.757073
5.390587
4.790838
10.139555
17.438766
16.2667355
16.4679023
16.16
15.58
16.7
17.57895112
17.57
21.25
17.18895112
20.22
16.61
17.31
17.31895112
17.41
28.86
27.90895112
26.29951139
14.09140694
20.34706825
25.56328981
25.16272959
19.36224095
19.1348989
23.99958298
23.20265798
19.3
19.04
18.62
18.53
19.2
19.01
20.48
19.46
20.77
18.3
18.59
18.53
18.62
30.4
29.63
27.85272959
16.0015501
20.2900253
20.5357709
13.1231719
13.9589638
10.9583573
17.0014323
20.00070347
17.41
17.86
17.5
17.7
18.69
18.88
20.22
19.3
20.8
18.24
18.27
18.24
25.76
37.12
36.9
31.67216934
29.42770011
27.5554002
30.8449116
34.31406489
32.30504213
28.56504554
26.93531166
20.6633905
19.68895112
19.58895112
18.59
18.56895112
19.78895112
19.14895112
20.74
19.84895112
21.3979023
18.56895112
19.01
19.17895112
26.5479023
37.86895112
37.95
30.81692503
31.24231257
30.5181607
32.25039249
32.9080717
31.2017976
28.7159145
27.9421579
21.62997713
21.44774354
20
19.39
18.94
20.06
20.1
21.22
20.45
22.02
19.2
19.2
19.36
24.77
38.4
37.87865112
28.58736167
17.616307
16.470491
20.815787
18.104148
18.386816
15.650262
16.4488715
16.72657049
17.52690799
17.95
18.18
18.34
20.06
20
21.31
20.32
21.95
19.33
19.49
19.78
23.04
33.63
31.47056022
31.15823359
28.547477
24.935132
30.578831
32.639203
27.355127
24.401197
23.8199425
12.8393935
12.94475568
11.17
10.53
10.72
11.97
11.97
13.25
14.46
21.18
18.34
18.62
18.66
21.95
32.45
33.58134819
38.1822952
43.107764
39.957994
42.885278
38.174486
31.760097
23.56093
26.3733009
13.6000253
11.50962569
10.11
10.62
10.66
11.78
12.35
13.34
12.61
20.86
18.3
18.69
18.62
18.98
30.18
29.9503164
32.23667702
30.254999
28.713136
33.523296
28.293272
20.414905
20.029949
17.2225967
14.597856
13.57264456
10.11
10.3
10.82
12.13
12.22
13.6
12.74
20.29
18.78
18.91
18.91
19.2
30.85
30.30895112
31.17299791
29.646095
29.288698
33.113291
29.822595
20.652653
18.345249
20.8526956
16.3943355
10.35988798
9.98
10.08
10.4
11.87
12.19
13.7
12.67
19.87
18.37
18.72
18.75
21.89
33.15
32.70895112
32.72496028
31.2431561
31.6338875
34.2433466
41.830496
32.431307
26.760709
26.4142147
12.9178168
10.53562909
11.46
16
16
16.99
16.54
18.21
17.89
19.68
16.8
17.5
18.02
20.96
31.71
31.2119255
38.808922
40.494324
40.483438
36.829442
33.955836
29.262005
26.18678
24.9131712
15.47392989
11.95383139
10.08
9.82
9.79
10.62
10.72
14.37
11.65
17.06
17.73
18.05
18.08
21.25
32
32.23941807
39.237873
42.326074
43.056295
42.139241
14.899909
32.006419
23.708403
27.8221048
14.75580779
13.7202791
12.1
11.55
11.3
12.16
12.19
16.42
12.9
14.98
18.72
18.82
19.07
22.02
32.77
32.69708367
40.280237
40.630484
28.562789
46.110285
38.741496
30.282151
25.183415
25.0584583
14.1165161
10.44180595
9.95
9.958951119
10.02
10.59
11.01
15.17
11.07
14.43
17.5
17.57
17.86
20.8
31.42
30.83758684
34.6200823
34.8566047
43.971468
42.057206
38.878046
23.4582441
26.0504231
24.0298602
12.48310284
10.60773568
10.46
9.57
9.63
10.37
10.3
11.58
9.66
13.76
16.22
16.13
16.38
16.48
27.52
25.53992933
24.16948755
16.40189028
16.35433004
17.6154846
20.8976772
22.806392
8.8754898
17.5843583
10.9969083
14.23334999
15.04895112
15.2
15.36
16.06
16.03
17.98
16.35
15.81
16.06
16.1
16.29
16.32
27.55
25.12
23.01182958
15.42297644
16.8773002
17.4009632
21.6728101
22.338822
23.4097
20.6215857
14.25891053
10.03733909
9.5
9.5
9.6
12.48
16.32
20.42
15.39
17.73
16.06
16.67
16.74
19.65
31.04
29.82895112
29.41567477
34.1266345
37.1345924
40.4673424
40.4451989
39.868244
31.9356983
29.1142823
15.4772561
12.43480049
13.92
17.31
16.38
16.9
16.67
18.78
18.43
20.48
17.63
17.76
17.98
21.12
32.29
31.248148
35.8083397
45.363846
42.333388
44.947399
22.752838
41.621988
33.713098
27.9999241
16.5924917
10.69803048
10.14
9.66
9.7
9.95
10.3
13.47
11.74
15.07
17.09
17.44
17.73
20.67
31.62
30.29685342
29.03204438
30.67888533
30.3789638
32.8328716
32.4757362
31.2221579
26.28727076
25.36613663
18.69519706
16.58140343
16.19
15.87
15.9
16.38
16.48
17.98
16.93
18.59
15.81
16.19
16.38
19.3
30.18
28.51895112
27.30368909
31.2516229
27.4051233
26.3973674
35.4503121
24.940708
13.824445
24.7863684
13.1637879
10.93168071
10.53
10.24895112
14.43
16.51
16.45
17.98
16.96
18.46
16.51
16.96
17.12
20.13
30.91
28.98370683
28.7993092
27.763054
26.4038671
18.845459
16.753803
11.834042
7.277855
