Buildings ABR 2019 [kWh]
219.3046496
216.0795812
245.7502103
297.996318
354.1125078
314.1216599
310.2515778
305.7364821
290.9011676
277.3558804
273.4857983
259.2954975
252.2003471
258.6504838
264.4556069
260.5855248
278.0008941
281.2259625
275.4208394
275.4208394
267.6806753
234.7849778
225.1097727
212.2094992
212.6541253
209.5268588
238.297711
288.9594291
343.3738671
304.5957619
300.843042
296.4648689
282.0794427
268.9449232
265.1922034
251.4322305
244.5522441
250.8067772
256.435857
252.6831372
269.5703765
272.6976431
267.0685633
267.0685633
259.5631236
227.6650048
218.2832051
205.7741389
208.0128193
213.918546
229.0109588
250.0090982
301.8482551
346.4693015
362.874098
354.9997957
339.2511911
321.5340109
302.504447
288.7244179
280.8501156
276.2567726
278.2253482
280.8501156
277.5691563
271.0072377
265.101511
261.8205517
244.7595634
214.5747379
195.545174
196.8575577
200.5598995
207.6309216
216.6304042
235.91501
286.697805
343.908802
361.2649471
351.6226443
334.9093193
318.8388146
300.197029
284.1265243
275.1270416
269.9844801
271.2701204
273.8414012
271.2701204
267.4131993
263.5562782
257.1280763
242.3432119
213.4163033
190.9175966
190.2747764
203.2864656
213.0598534
226.7425963
247.5924902
302.3234617
362.9184659
360.3122292
349.8872822
327.7342699
314.051527
304.2781393
280.1704494
263.2299106
258.6689963
260.6236739
269.0939433
275.6095351
274.3064168
265.8361474
258.0174372
257.365878
227.3941555
205.8927024
208.4989391
195.486412
192.6116118
219.0597734
265.6315362
315.6530593
280.0055371
276.5557769
272.5310567
259.3069759
247.2328151
243.7830549
231.1339341
224.8093737
230.5589741
235.7336144
232.2838542
247.8077752
250.6825753
245.507935
245.507935
238.6084146
209.2854528
200.6610523
189.1618516
166.9809429
172.9252483
189.6773818
217.7777346
251.2820015
290.1901824
307.4827072
299.9172276
280.4631371
263.1706123
241.5549563
233.9894767
221.5604744
217.7777346
215.616169
222.1008658
223.1816486
228.5855626
227.5047798
225.3432142
210.7526464
182.1119022
159.4154633
153.4711579
171.8465698
178.6523746
195.6668864
225.158707
262.5906331
307.9626647
326.1114774
329.5143797
301.15686
279.6051449
260.8891819
248.4118732
239.3374669
235.9345645
231.9645117
231.3973613
235.3674141
230.2630605
230.8302109
229.1287598
214.9499999
182.0552769
162.2050131
161.0707123
211.5626319
217.569142
232.9191121
254.2755923
306.9994028
352.3819232
369.0666734
361.0579933
345.0406331
327.021103
307.6667928
293.6516027
285.6429226
280.9711926
282.9733626
285.6429226
282.3059726
275.6320725
269.6255625
266.2886124
248.9364723
218.236532
198.8822218
200.2170018
236.9513445
243.6786697
260.8707231
284.7901017
343.8410677
394.6697473
413.3567618
404.3869949
386.4474609
366.2654852
344.5885483
328.8914561
319.9216891
314.689325
316.9317668
319.9216891
316.1842862
308.7094804
301.9821551
298.2447522
278.8102571
244.4261503
222.7492134
224.2441746
210.0004691
217.4043318
226.8274297
247.0197825
300.1929782
360.0969582
378.2700757
368.1738993
350.6738602
333.8468996
314.3276252
297.5006645
288.0775665
282.6929391
284.039096
286.7314097
284.039096
280.0006254
275.9621549
269.2313706
253.7505668
223.4620376
199.9042927
199.2312142
198.9536709
208.5187512
221.9098637
242.3153684
295.8798182
355.1833163
352.6326282
342.4298758
320.7490271
307.3579146
297.7928343
274.1989695
257.6194969
253.1557928
255.0688088
263.3585451
269.7352653
268.4599213
260.170185
252.5181207
251.8804487
222.5475357
201.504359
204.0550471
261.5610281
257.7145424
293.1022109
355.4152794
422.3441307
374.6477079
370.0319251
364.6468451
346.9530108
330.7977709
326.181988
309.2574509
300.7951823
308.4881538
315.411828
310.7960452
331.567068
335.4135537
328.4898794
328.4898794
319.2583137
280.0241595
268.4847024
253.0987596
318.9448572
325.9656559
346.0250809
367.0874771
452.3400333
520.5420782
547.6223019
539.5985319
520.5420782
489.4499695
464.3756883
449.3311195
436.2924933
422.2508958
416.2330683
415.2300971
427.2657521
425.2598096
418.2390108
394.1677008
375.1112471
343.0161671
310.9210872
304.9032597
369.5354332
375.1175394
403.0280706
410.8430194
496.8074555
587.2375766
596.1689466
590.5868403
548.1628329
520.2523017
506.8552467
483.4104005
465.5476605
465.5476605
476.711873
465.5476605
472.246188
456.6162906
458.849133
440.9863931
420.8908106
413.0758619
376.2339607
362.8369057
371.7009045
377.3157218
405.3898082
413.2505524
499.7187387
590.6787787
599.6624864
594.0476691
551.3750577
523.3009713
509.8254098
486.2431772
468.2757619
468.2757619
479.5053964
468.2757619
475.0135426
459.2920542
461.5379811
443.5705658
423.3572235
415.4964793
378.4386852
364.9631237
336.1011318
343.5229233
365.788298
382.752393
477.1151713
553.4535987
579.9599971
588.4420446
549.212575
517.4048969
498.32029
476.0549154
458.0305644
451.6690288
452.7292848
445.3074932
450.6087729
440.0062135
435.7651898
416.6805829
385.9331608
349.8844589
324.4383165
322.3178046
277.2698746
286.2721432
300.6757731
314.179176
391.5986865
473.5193312
493.3243223
501.4263641
470.8186506
444.7120715
427.6077611
408.7029969
391.5986865
387.997779
387.0975521
381.696191
380.7959641
379.8957372
371.7936954
353.7891581
328.5828059
299.7755462
277.2698746
271.8685134
227.3521917
238.2825855
253.5851369
276.9033104
338.1135158
405.8819576
402.9671859
391.3080991
366.5325398
351.2299884
340.2995946
313.3379565
294.3919405
289.29109
291.4771688
300.9501768
308.237106
306.7797202
297.3067122
288.5623971
287.8337042
254.3138298
230.2669634
233.181735
248.2601156
244.6092316
278.1973649
337.3416865
400.8670691
355.5961068
351.2150459
346.1038083
329.3097416
313.9760286
309.5949677
293.5310779
285.499133
292.8009011
299.3724924
294.9914315
314.7062054
318.3570895
311.7854982
311.7854982
303.0233764
265.7843591
254.8317069
240.2281707
265.8602577
273.5293036
297.3885574
324.6562762
393.6776892
449.9173591
463.5512185
453.325824
434.5792673
414.9805945
391.1213406
369.8184353
363.8536219
357.8888084
359.5930408
360.445157
367.2620867
363.8536219
356.184576
339.994368
323.80416
283.7546981
257.3390956
255.6348631
270.9472915
278.6398013
298.2984376
325.6495838
393.1727258
451.2939113
472.6619943
462.4053145
441.8919549
418.8144253
394.0274491
376.0782594
365.8215796
359.8385164
362.4026864
365.8215796
361.5479631
353.0007299
345.30822
341.0346035
318.8117972
279.4945246
254.7075484
256.4169951
289.6655756
296.0619764
315.2511785
329.8715231
411.1971894
476.9887397
499.833028
507.1432003
473.3336536
445.9205076
429.47262
410.2834179
394.7493018
389.2666726
390.1804442
383.7840434
388.3529011
379.2151858
375.5600997
359.1122121
332.6128376
301.5446056
279.6140888
277.7865457
307.2039027
306.3211328
332.8042279
362.8184023
460.805854
430.7916796
434.3227589
425.4950606
403.4258147
388.4187275
390.1842672
368.9977911
362.8184023
355.7562436
364.5839419
