Buildings ABR [kWh]
218.462392
215.2497097
244.8063863
296.8518385
352.7525094
312.9152497
309.060031
304.5622759
289.7839376
276.2906722
272.4354535
258.2996517
251.2317508
257.6571152
263.4399433
259.5847246
276.9332087
280.1458909
274.3630629
274.3630629
266.6526255
233.8832667
224.24522
211.3944911
211.8374096
208.7221536
237.382509
287.8496566
342.0551114
303.4259367
299.6876294
295.326271
280.9960933
267.912018
264.1737108
250.4665843
243.613021
249.8435331
255.4509939
251.7126867
268.5350692
271.6503252
266.0428644
266.0428644
258.5662499
226.7906385
217.4448704
204.9838463
207.2139288
213.0969741
228.1314232
249.0489176
300.6889819
345.1386575
361.48045
353.6363896
337.9482688
320.2991329
301.3426536
287.6155479
279.7714875
275.1957856
277.1568007
279.7714875
276.503129
269.966412
264.0833667
260.8150082
243.819544
213.7506458
194.7941665
196.1015099
199.7896326
206.8334979
215.7984173
235.0089589
285.5967184
342.5879918
359.8774792
350.2722084
333.6230724
317.6142877
299.0440975
283.0353128
274.0703934
268.9475823
270.2282851
272.7896907
270.2282851
266.3861768
262.5440685
256.1405546
241.4124727
212.5966603
190.1843618
189.5440104
202.5057272
212.2415794
225.8717726
246.6415908
301.1623635
361.5246475
358.9284202
348.5435112
326.4755794
312.8453862
303.1095339
279.0944317
262.2189544
257.6755567
259.6227271
268.0604657
274.5510339
273.2529203
264.8151817
257.0264998
256.377443
226.5208294
205.1019544
207.6981817
194.7356302
191.871871
218.2184562
264.6113564
314.4407676
278.9301527
275.4936416
271.4843786
258.311086
246.283297
242.8467859
230.2462451
223.9459748
229.6734933
234.82826
231.3917489
246.8560489
249.7198082
244.5650415
244.5650415
237.6920192
208.4816747
199.8903969
188.4353598
166.3396388
172.2611146
188.9489101
216.9413412
250.3169322
289.075683
306.3017944
298.7653707
279.3859953
262.1598838
240.6272445
233.0908207
220.7095531
216.9413412
214.7880773
221.2478691
222.3245011
227.7076609
226.6310289
224.477765
209.9432334
181.4124863
158.803215
152.8817392
171.1865789
177.9662453
194.9154116
224.2939663
261.582132
306.7799086
324.8590193
328.2488525
300.0002421
278.5312983
259.8872154
247.4578269
238.4182715
235.0284383
231.0736328
230.5086606
234.4634661
229.3787162
229.9436884
228.2487718
214.1244666
181.3560786
161.5820513
160.4521069
210.7501081
216.7335497
232.024567
253.2990259
305.8203462
351.0285713
367.6492423
359.6713202
343.7154761
325.7651514
306.485173
292.5238094
284.5458873
279.8920995
281.88658
284.5458873
281.2217531
274.5734847
268.5900432
265.265909
247.9804112
217.3983765
198.1183982
199.4480519
236.0413133
242.7428016
259.8688275
283.6963418
342.5205177
393.1539855
411.769231
402.8339132
384.9632775
364.8588123
343.2651275
327.6283212
318.6930034
313.4807346
315.7145641
318.6930034
314.9699543
307.5238561
300.8223677
297.0993186
277.7394632
243.4874115
221.8937267
223.3829463
209.1939449
216.5693725
225.9562802
246.0710826
299.0400623
358.713976
376.8172982
366.759897
349.3270683
332.5647329
313.1204239
296.3580886
286.9711808
281.6072335
282.9482204
285.630194
282.9482204
278.9252599
274.9022994
268.1973653
252.7760168
222.6038132
199.1365437
198.4660503
198.1895729
207.7179177
221.0576005
241.3847362
294.7434673
353.8192054
351.2783134
341.1147456
319.5171639
306.1774811
296.6491363
273.1458857
256.6300879
252.183527
254.089196
262.3470948
268.6993247
267.4288788
259.1709799
251.548304
250.913081
221.6928235
200.7304648
203.2713568
260.5564814
256.7247684
291.9765276
354.0502776
420.7220831
373.2088424
368.6107869
363.2463887
345.6205091
329.5273147
324.9292591
308.0697221
299.6399536
307.3033795
314.2004628
309.6024073
330.2936573
334.1253702
327.2282869
327.2282869
318.0321758
278.9487036
267.4535647
252.1267128
317.7199231
324.7137579
344.696143
365.6776473
450.602784
518.5428933
545.5191132
537.5261592
518.5428933
487.5701964
462.592215
447.6054262
434.6168759
420.6292063
414.6344908
413.6353715
425.6248026
423.6265641
416.6327293
392.6538672
373.6706013
341.6987852
309.726969
303.7322535
368.1162018
373.6768695
401.480208
409.2651428
494.8994254
584.9822421
593.8793104
588.3186427
546.0575682
518.2542297
504.9086272
481.5538229
463.7596862
463.7596862
474.8810216
463.7596862
470.4324875
454.8626179
457.086885
439.2927484
419.2743446
411.4894099
374.789003
361.4434006
370.2733564
375.8666095
403.8328751
411.6634295
497.7995275
588.410228
597.359433
591.7661799
549.2574562
521.2911906
507.8673831
484.37572
466.4773101
466.4773101
477.6638163
466.4773101
473.1892138
457.5281051
459.7654063
441.8669963
421.7312851
413.9007308
376.9852602
363.5614527
334.8103076
342.2035951
364.3834578
381.2824008
475.282771
551.3280144
577.7326128
586.1820843
547.1032786
515.4177606
496.4064497
474.2265871
456.2714602
449.9343566
450.9905405
443.597253
448.8781726
438.3163333
434.0915975
415.0802867
384.4509526
348.5406987
323.1922843
321.0799164
276.2049967
285.1726914
299.5210029
312.9725449
390.0947193
471.7007411
491.4296694
499.5005946
469.0104327
443.004118
425.9654981
407.1333393
390.0947193
386.5076415
385.610872
380.2302552
379.3334857
378.4367162
370.365791
352.4304016
327.3208565
298.6242334
276.2049967
270.8243799
226.4790268
237.3674415
252.6112222
275.8398403
336.8149629
404.3231343
401.4195571
389.805248
365.1248412
349.8810606
338.9926458
312.1345561
293.2613039
288.1800437
290.3577266
299.7943528
307.0532959
305.6015073
296.1648812
287.4541494
286.7282551
253.3371165
229.382604
232.2861813
247.3066521
243.6697896
277.1289249
336.0460979
399.3275059
354.2304106
349.8661755
344.774568
328.0450003
312.7701777
308.4059427
292.4037475
284.40265
291.676375
298.2227276
293.8584925
313.4975502
317.1344127
310.5880602
310.5880602
301.8595901
264.7635923
253.8530047
239.3055546
264.8391994
272.4787916
296.2464121
323.4094069
392.1657375
448.1894143
461.7709117
451.5847886
432.9102297
413.3868272
389.6192067
368.3981171
362.4562119
356.5143068
358.211994
359.0608376
365.8515863
362.4562119
354.8166197
338.6885915
322.5605633
282.6649147
256.3507635
254.6530763
269.906696
277.5696621
297.1527978
324.3988996
391.6627134
449.5606798
470.8466968
460.6294086
440.1948323
417.2059339
392.5141541
374.6338998
364.4166116
358.4565268
361.0108489
364.4166116
360.1594082
351.6450014
343.9820353
339.7248319
317.5873741
278.4211028
253.729323
255.4322044
288.553091
294.9249259
314.0404303
328.6046242
409.6179526
475.156825
497.9133779
505.1954749
471.5157765
444.207913
427.8231949
408.7076905
393.2332345
387.7716618
388.6819239
382.3100891
386.8613997
377.7587785
374.11773
357.7330119
331.3354105
300.3864986
278.5402078
276.7196835
306.0240607
305.1446812
331.5260657
361.4249682
459.036091
429.1371885
432.6547065
423.8609116
401.8764245
386.9269732
388.6857322
367.5806246
361.4249682
354.3899323
363.1837272
365.8218656
379.8919374
373.736281
369.3393836
364.0631066
357.9074503
323.6116504
293.7127479
292.8333684
303.1072129
312.9483562
328.6941854
343.4559004
428.0897325
517.6441364
539.2946516
548.1516805
514.6917934
486.1524779
467.4543056
446.7879048
428.0897325
424.1532752
423.1691609
417.2644749
416.2803606
415.2962463
406.4392173
386.7569308
359.2017296
327.7100711
303.1072129
297.202527
290.0434512
290.0434512
304.2787126
325.6316047
407.4843578
477.770961
489.3371109
463.5356996
446.6313267
427.9475461
416.3813962
397.6976156
381.6829465
376.3447235
362.1094621
367.4476851
370.1167966
366.5579813
361.2197582
354.1021275
338.9771623
311.3963433
285.594932
285.594932
293.9225968
293.0779917
318.4161466
347.1327221
440.8838952
412.1673197
415.5457403
407.0996887
385.9845596
371.6262719
373.3154822
353.0449583
347.1327221
340.3758808
348.8219324
351.3557479
364.8694305
358.9571944
354.7341686
349.6665376
343.7543015
310.8147001
282.0981245
281.2535194
246.8517725
253.9724967
276.1258609
301.4439914
365.5305093
417.7491535
430.4082187
420.9139198
403.5077051
385.3102988
363.1569346
343.3771451
337.838804
332.300463
333.8828461
334.6740377
341.0035704
337.838804
330.7180798
315.6854398
300.6527998
263.4667957
238.9398567
237.3574736
223.4692213
229.8137733
246.0276285
268.5860357
324.2771035
372.2137187
389.8374744
381.3780717
364.4592663
345.4256102
324.9820537
310.178099
301.7186963
296.7840447
298.8988954
301.7186963
298.1939451
291.1444429
284.7998909
281.2751397
262.9464339
230.5187235
210.075167
211.4850675
230.0552387
236.5867754
253.2784804
276.5017222
333.8341003
383.183489
401.3266466
392.617931
375.2004997
355.6058894
334.5598266
319.3195742
310.6108585
305.5307744
307.7079533
310.6108585
306.982227
299.7249639
293.1934272
289.5647957
270.6959117
237.3125017
216.2664389
217.7178915
214.2432465
220.3258624
235.8703251
257.4974036
310.8892537
356.8467955
373.7429506
365.6327962
349.4124873
331.1646398
311.5650999
297.3723296
289.2621751
284.5312517
286.5587903
289.2621751
285.8829441
279.1244821
273.0418663
269.6626352
252.090634
221.0017086
201.4021687
202.7538611
126.6773885
130.9426204
140.7526539
160.3727208
186.8171588
232.0286173
248.2364987
251.2221611
230.3225246
214.1146432
199.6128546
188.9497748
181.2723573
178.7132181
175.3010326
173.1684166
175.3010326
176.154079
175.7275558
173.1684166
163.7849064
139.4730843
124.1182493
119.4264942
98.40232786
98.40232786
111.2653773
129.2736464
152.7487115
182.9768776
188.7652499
183.9416063
169.792252
157.2507788
150.4976779
141.8151196
122.5205455
119.9479356
122.1989692
125.4147316
129.2736464
134.0972899
128.9520702
131.2031038
126.0578841
115.7674445
98.08075163
96.79444669
154.6439639
141.1433004
163.2352952
197.6006206
241.7846102
205.3737299
203.3281748
190.2366223
184.099957
171.8266266
167.7355164
158.7350741
150.9619648
156.280408
150.1437427
161.1897402
169.7810715
171.0084045
171.4175156
179.1906249
171.4175156
161.1897402
137.4613013
131.324636
176.6782774
181.7747662
197.630509
215.751358
261.6197569
298.9940079
308.0544324
301.259114
288.8010304
275.7766702
259.9209273
245.7640141
241.8000784
237.8361427
238.9686957
239.5349723
244.0651845
241.8000784
236.7035896
225.9443355
215.1850815
188.5700845
171.0155121
169.882959
195.675702
201.2311636
215.4284543
235.1812065
283.9458136
325.9204122
341.3522499
333.9449678
319.1304036
302.4640189
284.5630871
271.6003435
264.1930614
259.8721468
261.7239674
264.1930614
261.1066938
254.9339588
249.3784972
246.2921297
230.2430185
201.8484371
183.9475054
185.1820524
184.2712045
189.502879
202.872714
221.4742236
267.3967005
306.9249084
321.4573377
314.4817716
300.5306394
284.8356157
267.9779976
255.770757
248.7951909
244.7261106
246.4700022
248.7951909
245.888705
240.0757332
234.8440587
231.9375728
216.8238462
190.0841762
173.2265581
174.3891525
206.7057503
212.5743678
227.5719459
248.4381415
299.951562
344.2922277
360.593943
352.7691196
337.1194729
319.5136204
300.6036306
286.9101897
279.0853664
274.5208861
276.4770919
279.0853664
275.8250233
269.3043372
263.4357196
260.1753766
243.2215926
213.2264364
194.3164467
195.6205839
191.5290158
198.2816414
206.8758921
225.2921436
273.7882726
328.4231521
344.9977785
335.7896527
319.8289014
304.4820251
286.6796487
271.3327724
262.7385217
257.8275213
259.0552714
261.5107716
259.0552714
255.3720211
251.6887708
245.5500203
231.4308941
203.8065168
182.32089
181.707015
181.4131343
190.1349196
202.345419
220.9518943
269.793892
323.8689609
321.5431515
312.2399138
292.4705338
280.2600344
271.5382491
250.024512
234.9067508
230.8365844
232.5809414
240.139822
245.9543455
244.7914408
237.2325602
230.255132
229.6736796
202.9268714
183.7389437
186.0647531
195.8539127
192.9737081
219.4715904
266.1309049
316.2464649
280.5319279
277.0756823
273.0433959
259.7944548
247.6975954
244.2413499
231.5684497
225.2319996
230.9924088
236.176777
232.7205315
248.2736364
251.153841
245.9694727
245.9694727
239.0569816
209.6788947
201.0382809
189.5174626
199.300612
205.0496681
222.9356205
243.3767089
295.118214
337.2779588
347.498503
339.8330949
325.7798466
311.0878143
293.2018619
277.2322616
272.7607735
268.2892854
269.5668535
270.2056375
275.3159096
272.7607735
267.0117174
254.8748212
242.7379249
212.7150763
192.9127719
191.6352039
190.0283633
195.4234903
209.2110372
228.3937111
275.7509373
316.5141193
331.5005833
324.3070806
309.9200752
293.7346941
276.3503958
263.7617661
256.5682634
252.3720535
254.1704291
256.5682634
253.5709706
247.576385
242.181258
239.1839652
223.5980426
196.0229489
178.6386507
179.8375678
191.7310844
197.1745537
211.0856418
230.4401993
278.2217629
319.3501974
334.4709454
327.2129863
312.6970683
296.3666605
278.8265928
266.1251645
258.8672055
254.633396
256.4478858
258.8672055
255.8430559
249.7947567
244.3512874
241.3271378
225.6015599
197.7793836
180.239316
181.4489758
208.6789306
214.603569
229.7443116
250.8096926
302.8148519
347.5787866
364.0361155
356.1365976
340.3375618
322.5636466
303.4731451
289.6489888
281.7494709
277.1414188
279.1162983
281.7494709
278.4580051
271.8750736
265.9504352
262.6589694
245.5433473
215.2618621
196.1713606
197.4879469
213.9833858
220.9308983
232.0469184
242.4681872
302.2167949
365.4391589
380.7236864
386.9764477
363.3549051
343.2071188
330.006845
315.4170687
302.2167949
299.4377899
298.7430386
294.5745311
293.8797799
293.1850286
286.9322673
273.0372423
253.5842072
231.3521671
213.9833858
209.8148783
213.9832137
213.9832137
224.4854573
240.2388228
300.6267236
352.4815515
361.0146244
341.9793078
329.5078935
315.7236988
307.1906258
293.4064311
281.591407
277.6530657
267.150822
271.0891634
273.0583341
270.4327732
266.4944318
261.24331
250.0846762
229.7365792
210.7012626
210.7012626
247.665626
246.9539431
