Building ICSTM 2019 [kWh]
81.96248803
80.75715733
91.84619982
111.3725573
132.3453116
117.3992108
115.9528139
114.265351
108.7208297
103.6584407
102.2120439
96.90858879
94.25686123
96.66752264
98.83711791
97.39072106
103.8995069
105.1048376
102.9352423
102.9352423
100.0424486
87.74807542
84.1320833
79.31076048
79.47693418
78.30815573
89.06091742
107.9951282
128.3318731
113.8390204
112.4364863
110.8001965
105.4238156
100.5149462
99.11241203
93.96978688
91.3984743
93.73603119
95.83983238
94.43729826
100.7487018
101.9174803
99.8136791
99.8136791
97.00861082
85.0870707
81.58073537
76.9056216
77.74230159
79.94949626
85.5901049
93.43790821
112.8121726
129.4887547
135.619851
132.6769248
126.7910723
120.1694882
113.0574165
107.9072956
104.9643693
103.2476624
103.9833939
104.9643693
103.7381501
101.2857115
99.07851685
97.85229758
91.47595739
80.19474013
73.08266837
73.57315607
74.95686201
77.59957189
80.96302082
88.17041141
107.1498733
128.5317986
135.0184502
131.4147549
125.1683497
119.1621909
112.1950467
106.1888878
102.8254389
100.9034681
101.3839608
102.3449462
101.3839608
99.94248268
98.50100456
96.09854104
90.57287493
79.76178906
71.35316673
71.11292037
75.97588348
79.62857019
84.74233157
92.53472988
112.9897754
135.636433
134.6623832
130.7661841
122.4867609
117.3729995
113.7203128
104.7103522
98.3790286
96.67444148
97.40497882
100.5706406
103.0057651
102.5187402
99.35307839
96.43092904
96.18741659
84.98584401
76.94993327
77.92398306
73.06070676
71.98628461
81.87096847
99.27660743
117.971553
104.6487182
103.3594116
101.8552206
96.91287869
92.40030563
91.11099903
86.38354154
84.01981279
86.1686571
88.10261698
86.8133104
92.61519005
93.68961221
91.75565233
91.75565233
89.17703915
78.21793314
74.99466666
70.69697803
62.40712889
64.6287419
70.88965127
81.39182183
93.91364057
108.4551075
114.9179817
112.0904742
104.8197408
98.35686657
90.27827383
87.45076637
82.80557555
81.39182183
80.58396254
83.00754038
83.41147001
85.43111819
85.02718856
84.21932928
78.76627919
68.0621438
59.57962144
57.35800843
64.22559871
66.76918677
73.12815695
84.1503719
98.14010627
115.0973601
121.8802616
123.1520556
112.553772
104.4990764
97.50420925
92.84096447
89.44951371
88.17771968
86.69395996
86.48199429
87.96575401
86.05806296
86.27002863
85.6341316
80.3349898
68.04098081
60.62218228
60.19825094
79.06900158
81.31386281
87.05073044
95.0324593
114.7373525
131.6985263
137.934252
134.9411036
128.954807
122.2202233
114.9867815
109.7487719
106.7556236
105.0096204
105.7579075
106.7556236
105.5084784
103.0141882
100.7693269
99.5221818
93.03702709
81.56329185
74.32985007
74.82870812
88.55772903
91.07198631
97.49731051
106.436892
128.5064838
147.5030944
154.4871424
151.1347994
144.4301133
136.8873414
128.7858457
122.9192453
119.5669023
117.6113688
118.4494546
119.5669023
118.1700927
115.3764735
112.8622162
111.4654066
104.2019966
91.35134824
83.24985253
83.80857637
78.48516191
81.25226697
84.77403705
92.32068725
112.1935327
134.5819283
141.3739134
137.6005883
131.0601582
124.771283
117.4761879
111.1873127
107.6655426
105.6531026
106.1562126
107.1624326
106.1562126
104.6468825
103.1375525
100.6220025
94.83623731
83.51626202
74.71183681
74.4602818
74.3565533
77.93138759
82.9361556
90.56246875
110.5815408
132.7455134
131.7922243
127.9790677
119.87611
114.871342
111.2965077
102.4785831
96.28220363
94.61394762
95.32891448
98.42710419
100.8103271
100.3336825
97.23549277
94.37562533
94.13730304
83.17447789
75.30984244
76.26313159
97.75530374
96.31772574
109.5434433
132.8322068
157.8460639
140.0200968
138.2950032
136.282394
129.6695353
123.6317077
121.9066141
115.5812709
112.4185993
115.2937553
117.8813957
116.1563021
123.9192233
125.3568013
122.7691609
122.7691609
119.3189737
104.6556781
100.3429441
94.59263215
119.201823
121.8257625
129.3227326
137.1945511
169.0566736
194.5463716
204.6672811
201.6684931
194.5463716
182.9260681
173.5548556
167.932128
163.0590975
157.8112185
155.5621276
155.187279
159.685461
158.9357641
156.3118245
147.3154606
140.1933391
128.198187
116.203035
113.9539441
138.1094453
140.1956907
150.6269177
153.5476613
185.6758404
219.4730159
222.8110086
220.724763
204.8692981
194.4380711
189.4310822
180.6688515
173.9928662
173.9928662
178.165357
173.9928662
176.4963606
170.6548735
171.4893717
164.8133864
157.302903
154.3821594
140.6129398
135.6059509
138.9187643
141.0172351
151.5095889
154.4474479
186.7638976
220.759124
224.1166771
222.0182064
206.0698287
195.5774749
190.541145
181.7275678
175.0124613
175.0124613
179.2094029
175.0124613
177.5306263
171.6549082
172.4942965
165.7791901
158.2246954
155.2868363
141.4369292
136.4005994
125.6137753
128.3875811
136.7089984
143.0491259
178.3160849
206.8466584
216.7531076
219.9231713
205.2616266
193.3738877
186.2412443
177.9198269
171.1834415
168.8058937
169.2021517
166.4283458
168.4096357
164.447056
162.8620241
155.7293808
144.2378998
130.7651289
121.2549377
120.4624218
103.6262971
106.9907873
112.3739715
117.4207068
146.3553222
176.9721827
184.3740611
187.4021021
175.9628356
166.2058142
159.8132828
152.7478534
146.3553222
145.0095261
144.6730771
142.654383
142.317934
141.981485
138.9534438
132.2244635
122.803891
112.0375225
103.6262971
101.607603
84.97016055
89.05526443
94.77440985
103.4892981
126.3658798
151.6935238
150.6041628
146.2467186
136.9871499
131.2680044
127.1829006
117.106311
110.0254643
108.1190825
108.9361033
112.4765266
115.1999292
114.6552487
111.1148253
107.8467422
107.574402
95.04675011
86.05952158
87.14888261
92.7842469
91.41977267
103.9729355
126.0774178
149.8192693
132.8997889
131.2624199
129.352156
123.0755746
117.3447828
115.7074138
109.7037272
106.7018839
109.4308324
111.886886
110.2495169
117.6176777
118.9821519
116.5260983
116.5260983
113.2513602
99.33372315
95.24030049
89.78240361
99.36208933
102.2283034
111.145414
121.3363975
147.1323246
168.1512281
173.2467198
169.425101
162.4187998
155.0940304
146.1769199
138.215214
135.9859364
133.7566587
134.3935952
134.7120634
137.2598093
135.9859364
133.1197222
127.0688258
121.0179293
106.0499223
96.17740697
95.5404705
101.2633073
104.1382908
111.4854708
121.7076344
146.9436005
168.6656979
176.6517633
172.8184519
165.1518293
156.5268788
147.2630432
140.5547483
136.721437
134.4853388
135.4436666
136.721437
135.124224
131.9297979
129.0548144
127.4576013
119.1520935
104.4577334
95.19389774
95.83278295
108.259042
110.6496202
117.8213549
123.2855336
153.6800282
178.2688326
186.8066119
189.5387013
176.9027878
166.6574526
160.5102516
153.3385168
147.532827
145.4837599
145.8252711
143.4346929
145.1422487
141.727137
140.3610923
134.2138912
124.3100672
112.6986873
104.5024191
103.8193968
114.8137818
114.4838572
124.381597
135.5990354
172.2206727
161.0032343
162.3229329
159.0236863
150.7755698
145.1668506
145.8266999
137.9085081
135.5990354
132.9596381
136.2588847
137.2486587
142.5274533
140.2179807
138.5683574
136.5888094
134.2793368
121.412275
110.1948366
109.8649119
113.719442
117.4116317
123.3191351
128.8574197
160.6102508
194.2091768
202.3319941
205.6549649
193.10152
182.39417
175.3790095
167.6254113
160.6102508
159.1333749
158.764156
156.5488422
156.1796232
155.8104043
152.4874335
145.1030542
134.7649231
122.9499162
113.719442
111.5041282
108.8181937
108.8181937
114.158964
122.1701194
152.8795483
179.2496014
183.5889771
173.9088312
167.5666665
160.5569056
156.2175297
149.2077687
143.1994022
141.1966134
135.8558431
137.858632
138.8600264
137.5248338
135.522045
132.8516599
127.1770915
116.8293491
107.149203
107.149203
110.2735675
109.9566894
119.4630314
130.2368857
165.4103512
154.6364969
155.9040092
152.7352285
144.8132768
139.4263497
140.0601058
132.4550322
130.2368857
127.7018612
130.8706419
131.8212761
136.8913252
134.6731787
133.0887883
131.1875199
128.9693735
116.6111288
105.8372745
105.5203965
92.61358565
95.28513138
103.596607
113.0954363
137.139348
156.7306834
161.4800981
157.9180371
151.3875919
144.5603084
136.2488327
128.8278723
126.7500034
124.6721345
125.2658113
125.5626498
127.9373571
126.7500034
124.0784577
118.4385278
112.7985979
98.84719237
89.64520148
89.05152465
83.84094493
86.22128721
92.30438417
100.7678234
121.661939
139.6467474
146.2588093
143.0850196
136.7374402
129.5964133
121.9264215
116.3722895
113.1984998
111.3471224
112.1405699
113.1984998
111.8760874
109.2312626
106.8509203
105.528508
98.65196359
86.48576969
78.81577789
79.34474284
86.31187993
88.76237494
95.02475108
103.7376223
125.2475229
143.7623741
150.5693047
147.301978
140.7673247
133.4158396
125.5198002
119.8019784
116.5346518
114.6287112
115.4455429
116.5346518
115.1732657
112.4504934
109.9999984
108.6386123
101.5594045
89.03465217
81.13861268
81.68316712
80.37955353
82.66162288
88.49357786
96.60760219
116.6390998
133.8814015
140.220483
137.1777238
131.0922056
124.2459976
116.892663
111.5678345
108.5250754
106.7501326
107.5108224
108.5250754
107.2572591
104.7216265
102.4395572
101.1717409
94.57909611
82.91518614
75.56185159
76.06897811
46.24779688
47.80496177
51.38644099
58.54939943
68.20382167
84.70976938
90.62699592
91.71701134
84.08690343
78.16967688
72.87531631
68.98240411
66.17950733
65.2452084
63.99947649
63.22089405
63.99947649
64.31090947
64.15519298
63.22089405
59.79513132
50.91929152
45.31349795
43.60061659
35.92504491
35.92504491
40.62112922
47.19564724
55.7660011
66.80179921
68.91503714
67.15400552
61.98831279
57.40963061
54.94418633
51.77432944
44.73020299
43.79098612
44.61280088
45.78682195
47.19564724
48.95667886
47.07824513
47.90005988
46.02162617
42.26475872
35.8076428
35.33803437
56.45792605
51.52905948
59.59447749
72.14068329
88.2715193
74.97851555
74.23171759
69.45221061
67.21181672
62.73102894
61.23743301
57.95152198
55.11368972
57.05536442
54.81497053
58.84767952
61.98423098
62.43230976
62.58166934
65.41950162
62.58166934
58.84767952
50.18482315
47.94442926
64.50228556
66.36292841
72.15159506
78.7672141
95.51299977
109.157714
112.4655235
109.9846664
105.4364283
100.6814521
94.89278548
89.72433312
88.27716645
86.82999979
87.24347598
87.45021408
89.10411883
88.27716645
86.4165236
82.4884998
78.560476
68.84378555
62.43490461
62.02142842
71.4379277
73.46613385
78.64932734
85.86072699
103.6638699
118.9880941
124.6220001
121.9177252
116.5091755
110.424557
103.8892261
99.15674507
96.4524702
94.87497653
95.55104526
96.4524702
95.32568901
93.07212662
91.04392048
89.91713929
84.05787707
73.69149008
67.15615917
67.60687165
67.27433629
69.18433322
74.06543648
80.85653668
97.62206528
112.0531532
117.3587002
114.8120376
109.7187125
103.9887217
97.83428716
93.37762765
90.83096509
89.34541192
89.98207756
90.83096509
89.76985568
87.64763687
85.73763994
84.67653053
79.15876163
69.39655511
63.24212055
63.66656431
75.46481394
77.6073481
83.08271315
90.70061235
109.507301
125.6953368
131.6468206
128.7901084
123.076684
116.6490815
109.7453603
104.746114
101.8894018
100.2229864
100.9371644
101.8894018
100.699105
98.31851154
96.1759774
94.98568065
88.79613755
77.84540745
70.94168629
71.417805
69.92404188
72.3893126
75.52692986
82.25039543
99.95552141
119.9018026
125.9529216
122.5911888
116.7641853
111.1612974
104.6619473
99.05905934
95.92144207
94.12851792
94.57674896
95.47321104
94.57674896
93.23205586
91.88736273
89.64620755
84.49155062
74.40635227
66.5623091
66.33819359
66.23090266
69.41508067
73.87292989
80.66584298
98.49723985
118.2391435
117.3900294
113.9935728
106.7761027
102.3182535
99.13407545
91.27976968
85.7605278
84.27457806
84.91141366
87.6710346
89.79381995
89.36926288
86.60964193
84.06229952
83.85002099
74.08520842
67.0800168
67.92913094
71.50298943
70.45147488
80.12540876
97.15994447
115.4562976
102.4175172
101.1556998
99.68357939
94.84661246
90.43025135
89.16843388
84.54176986
82.22843785
84.33146695
86.22419314
84.96237568
90.64055425
91.6920688
89.79934262
89.79934262
87.27570769
76.55025927
73.39571563
69.18965742
72.76132175
74.86020604
81.39006824
88.8527679
107.7427264
123.1345445
126.8658943
124.067382
118.9367759
113.5729606
107.0430984
101.2128642
99.58039869
97.94793313
98.41435185
98.64756122
100.5132361
99.58039869
97.4815144
93.05053647
88.61955854
77.65871841
70.42922811
69.96280938
69.37617875
71.34584943
76.37945231
83.38272587
100.6720575
115.5540138
121.0253213
118.3990937
113.1466385
107.2376264
100.8909098
96.29501151
93.66878392
92.13681783
92.79337472
93.66878392
92.57452242
90.38599944
88.41632874
87.32206726
81.63190748
71.56470173
65.21798507
65.65568966
69.99781376
71.98513339
77.06383912
84.12986449
101.5741146
116.5894185
122.1097508
119.4599913
114.1604723
108.1985134
101.7949279
97.15784875
94.50808924
92.9623962
93.62483607
94.50808924
93.40402278
91.19588985
89.20857021
88.10450376
82.36335814
72.20594669
65.80236121
66.24398778
76.18518907
78.34817552
83.87580752
91.56642599
110.5526403
126.8952045
132.9035002
130.0195183
124.2515544
117.7625951
110.7929721
105.7460038
102.8620218
101.1796991
101.9006945
102.8620218
101.6603627
99.25704444
97.094058
95.89239886
89.64377138
78.58850735
71.61888437
72.09954802
78.12175701
80.65817769
84.71645079
88.5210818
110.3342997
133.4157279
138.9958534
141.278632
132.6548017
125.2991817
120.4799824
115.153499
110.3342997
109.3197314
109.0660893
107.5442369
107.2905948
107.0369528
104.7541742
99.6813328
92.57935489
84.46280872
78.12175701
76.5999046
78.12169418
78.12169418
81.95588776
87.70717814
109.7537912
128.685122
131.8004043
124.8509284
120.2978236
115.2654445
112.1501622
107.1177831
102.8043153
101.3664928
97.53229917
98.97012178
