kWh
19.287
19.409
19.066
19.126
19.137
19.375
19.385
18.832
18.557
18.503
18.37
18.184
18.319
18.178
18.122
18.203
18.161
18.113
18.586
18.88
18.85
18.649
18.702
18.817
18.704
18.892
19.074
18.852
18.916
18.681
18.846
18.237
18.32
18.078
17.872
17.866
17.827
17.87
17.79
17.975
17.9
18.312
20.621
20.792
20.923
20.875
20.71
20.886
20.836
21.015
20.973
20.878
21.164
21.069
20.385
18.25
18.167
17.908
18.995
20.436
18.047
18.02
17.953
18.14
18.174
18.629
21.533
21.551
21.532
21.416
21.574
21.465
21.69
21.497
21.626
21.662
21.728
21.49
21.533
20.021
21.225
32.019
34.657
30.868
30.512
30.759
29.73
28.573
25.318
21.982
23.955
22.544
22.231
22.145
22.307
22.326
22.528
22.756
22.869
22.727
22.931
22.786
21.974
21.245
25.296
33.457
31.51
30.529
31.543
29.432
30.112
28.202
25.772
22.539
20.997
21.834
21.656
21.896
21.854
21.174
19.486
22.517
20.933
21.149
20.894
21.334
21.092
20.441
22.866
30.471
30.041
30.59
29.634
28.369
27.82
27.706
26.315
21.914
22.715
26.015
21.576
21.324
21.462
21.386
21.515
21.414
21.655
21.594
21.569
21.502
20.356
19.195
24.024
33.957
33.823
35.271
34.426
32.614
31.79
30.947
26.032
21.134
22.746
22.728
20.785
20.84
20.847
20.937
20.923
20.949
20.973
20.875
20.945
21.175
20.6
18.269
17.896
19.918
19.476
17.84
18.014
17.787
17.947
17.94
17.75
17.961
18.465
18.66
18.528
18.576
18.535
18.529
18.576
18.832
18.68
18.655
18.672
19.124
18.606
18.154
18.359
18.057
18.365
17.977
17.843
18.004
17.815
18.053
17.918
18.129
18.5
18.458
18.565
18.409
18.655
18.53
18.475
18.491
18.542
18.638
18.643
18.807
18.629
18.198
27.376
51.416
55.5
60.294
59.127
59.236
54.566
50.937
50.223
43.071
37.73
33.113
30.69
29.317
22.08
21.341
21.322
22.392
22.778
23.107
21.307
21.451
21.406
21.835
30.115
49.264
54.781
60.429
63.287
62.256
57.283
56.586
49.29
44.199
39.021
31.851
24.336
24.458
24.372
24.452
24.733
24.76
24.478
24.86
24.53
24.695
24.217
24.058
31.226
47.291
54.766
59.502
57.218
52.91
49.058
50.357
47.162
34.91
32.2
29.695
30.898
23.339
23.132
23.538
25.774
23.538
23.833
24.944
25.155
24.028
23.809
26.543
32.887
50.063
47.095
50.092
47.937
44.889
42.874
40.219
38.383
31.749
28.738
27.918
24.42
23.981
24.492
24.448
25.664
25.823
24.563
24.739
24.814
24.941
24.774
25.346
31.992
42.667
46.509
49.823
45.801
42.197
39.163
34.468
30.686
24.605
28.398
27.657
24.086
23.581
23.774
24.137
24.05
23.92
23.963
23.974
23.958
24.034
23.291
21.201
21.242
21.626
22.896
22.527
22.003
20.562
19.845
20.066
19.763
20.09
20.258
20.969
20.989
20.768
20.812
21.191
20.603
23.305
21.251
21.115
21.12
23.325
21.345
20.971
20.974
20.716
20.276
20.189
20.091
20.156
19.903
19.968
20.086
20.318
22.269
23.428
23.066
25.474
23.635
23.519
23.545
23.639
25.741
23.608
23.809
23.583
22.285
21.096
31.502
43.508
47.342
48.344
48.089
44.828
42.83
41.571
39.507
33.609
29.751
27.838
26.584
23.963
23.786
23.758
24.03
24.139
24.345
24.742
24.491
24.605
24.399
22.032
33.184
42.815
43.793
48.167
48.448
47.178
47.942
43.788
39.467
30.864
34.657
34.863
32.373
28.263
25.746
25.904
25.851
25.862
25.79
25.886
26.096
26.124
26.332
25.63
32.313
40.891
44.555
46.938
48.814
49.088
44.819
43.231
37.236
28.879
28.556
27.487
28.402
24.667
24.938
25.139
24.704
25.156
25.181
24.863
25.064
25.506
24.144
23.421
31.953
40.476
42.41
42.994
44.168
44.026
40.538
36.699
33.893
28.2
29.496
27.996
27.095
26.9
24.314
24.293
24.408
24.526
24.434
24.832
24.738
24.302
24.542
23.227
30.101
46.567
48.09
47.695
39.153
38.356
36.381
33.936
29.075
22.864
22.029
22.45
22.083
21.893
22.004
21.958
21.865
22.358
22.15
22.088
22.329
22.392
22.166
19.454
19.709
19.141
19.407
18.846
18.82
18.767
18.661
18.817
18.756
18.656
20.909
22.016
22.255
22.077
22.498
22.286
22.425
22.248
22.205
22.336
22.53
22.481
22.511
19.875
19.448
19.593
19.429
19.375
19.193
18.89
18.839
18.953
18.889
20.093
22.25
22.333
22.416
22.435
22.551
22.628
22.466
22.322
23.03
22.591
22.803
22.617
25.157
22.151
22.184
23.434
20.894
20.391
19.67
19.435
18.974
19.038
19.577
19.017
22.425
21.453
21.269
21.064
21.251
21.165
21.213
21.425
21.362
21.502
21.656
21.49
20.664
19.725
27.498
41.411
45.491
43.254
41.453
40.083
42.295
39.438
36.443
30.091
32.583
31.663
30.414
26.996
24.183
24.764
24.685
24.244
24.606
24.939
24.463
24.56
25.015
23.591
31.482
41.407
42.926
42.352
41.602
40.626
37.622
34.022
32.448
31.817
31.199
30.665
25.312
25.051
25.332
25.122
25.075
25.096
25.314
25.016
25.335
25.423
23.701
23.554
30.41
41.151
41.347
39.63
39.275
37.695
35.99
32.651
30.366
25.681
27.321
28.329
24.232
23.373
23.138
23.511
23.45
23.371
23.603
23.592
23.388
23.518
23.19
21.96
29.63
39.026
45.408
41.592
42.065
38.753
38.179
34.972
28.78
24.551
23.691
26.771
26.635
24.118
24.187
24.211
24.032
24.229
24.132
24.216
24.535
24.161
24.215
22.954
23.175
21.349
22.055
21.676
21.712
21.568
21.475
20.974
20.608
20.465
22.653
23.841
23.801
24.189
23.989
24.368
24.423
24.533
24.622
24.586
24.462
24.596
23.476
21.735
21.481
21.349
20.191
19.984
19.904
19.684
19.699
20.183
19.985
20.088
20.606
21.219
21.348
21.437
21.5
21.568
21.319
21.391
21.526
23.274
22.188
21.545
21.814
23.011
28.665
37.433
39.683
40.086
38.318
35.387
37.899
37.653
36.262
29.792
29.214
28.22
25.314
24.433
24.975
25.033
24.811
25.145
24.73
25.023
25.009
25.043
23.811
22.733
31.044
35.336
38.336
39.635
40.603
39.243
37.004
36.026
32.832
27.93
28.36
28.182
26.22
23.328
23.517
23.489
23.57
23.499
23.4
23.519
23.519
23.534
23.253
21.517
26.848
37.987
40.988
36.751
35.575
34.488
32.675
33.798
29.096
23.946
25.283
28.198
25.068
24.383
24.367
24.667
24.748
24.756
24.659
24.77
24.745
24.686
24.683
24.11
28.635
32.902
36.961
38.147
40.21
40.083
40.155
40.525
35.693
28.188
30.871
29.449
27.661
24.85
24.835
25.032
25.115
25.057
25.127
25.133
25.39
25.373
24.318
22.991
27.416
33.177
37.149
36.506
37.825
34.75
33.663
31.482
28.881
23.844
22.501
23.71
25.334
22.982
23.043
23.34
23.203
23.342
23.406
23.388
23.319
23.659
23.714
21.974
21.009
20.775
21.689
22.57
22.525
22.626
21.503
21.892
21.629
20.065
22.952
23.879
24.088
23.962
24.017
24.026
23.994
23.906
23.802
23.952
23.775
23.752
23.265
21.169
20.95
20.892
20.376
20.61
20.153
20.579
20.389
20.428
20.5
20.747
21.337
23.625
23.385
23.463
23.484
23.535
23.724
23.972
23.728
23.604
23.851
23.721
23.211
21.951
28.804
39.827
42.53
44.102
42.882
41.117
41.449
39.821
36.864
32.375
31.738
31.105
26.144
23.732
24.071
24.088
24.21
24.137
24.208
23.98
24.044
24.316
24.011
23.07
32.31
39.94
42.901
44.707
38.575
35.863
33.483
33.306
30.127
25.223
21.646
24.953
22.59
22.171
22.213
22.071
22.28
22.038
22.121
22.231
22.162
22.268
21.507
20.771
27.65
31.317
36.228
37.818
37.155
35.871
36.613
32.241
28.666
21.881
20.533
20.223
22.2
20.788
20.986
20.976
20.871
21.122
20.883
20.998
21.139
20.938
20.944
19.618
23.314
34.486
35.378
34.923
35.351
32.391
28.439
27.101
21.866
19.079
22.354
24.464
20.571
19.696
19.665
19.772
19.708
19.68
19.979
19.736
19.737
19.728
18.156
17.277
22.758
31.091
37.029
31.753
30.425
27.277
24.901
21.737
21.146
16.702
17.626
21.747
19.155
17.377
17.858
17.975
18.319
18.315
18.48
18.727
18.771
18.843
18.655
16.291
16.254
16.618
16.692
16.26
16.839
16.203
16.191
17.401
17.47
17.296
17.437
17.73
17.627
18.012
18.166
18.347
18.559
18.693
18.76
18.807
18.682
18.91
18.677
18.252
18.2
18.387
18.135
17.897
18.003
17.836
17.882
17.99
17.73
19.412
20.268
20.577
20.427
20.588
20.891
21.285
21.253
21.619
21.57
21.49
21.572
22.007
20.995
20.251
27.257
44.987
61.194
66.32
65.974
62.138
66.938
61.003
42.255
18.266
16.828
17.503
16.242
16.525
16.751
17.042
16.861
16.999
16.986
17.061
19.137
18.983
17.498
15.371
19.212
46.857
64.816
71.363
63.232
66.049
64.996
56.22
41.867
21.563
14.952
15.09
15.114
14.814
15.07
15.33
15.573
15.742
15.888
15.878
16.086
15.973
14.779
14.663
22.287
63.119
75.818
80.473
71.908
71.574
67.046
64.566
42.242
20.091
15.793
16.181
16.979
16.404
16.668
16.679
16.732
17.598
18.442
17.02
17.073
16.903
16.732
15.083
20.119
53.826
69.226
71.87
71.375
68.548
70.234
61.893
45.228
25.46
13.077
12.873
12.981
12.96
13.109
13.217
13.141
13.421
13.486
13.341
13.506
13.345
13.218
13.867
21.302
50.577
68.966
68.14
66.122
65.002
65.518
56.463
33.764
14.019
12.491
16.806
14.932
15.256
15.343
15.258
15.22
15.333
15.402
15.629
15.477
15.619
14.648
12.65
12.572
12.695
12.663
12.621
12.653
12.732
12.786
