kWh
21.0625
18.671875
18.55078125
18.609375
18.23046875
18.18359375
17.671875
15.65625
15.7109375
15.35546875
12.1328125
9.60546875
6.42578125
5.20703125
9.3828125
9.7890625
11.6796875
13.31640625
13.88671875
14.09375
18.05078125
19.39453125
17.703125
17.48046875
18.08984375
17.3984375
17.55859375
17.78125
17.203125
18.1484375
17.9375
16.08203125
16.3046875
15.84765625
11.62890625
7.671875
7.19140625
2.8125
4.37109375
8.94921875
11.4453125
13.11328125
14.23046875
14.06640625
18.4453125
20.13671875
18.5390625
18.53125
18.94140625
19.1015625
19.01953125
20.08984375
20.66015625
21.73828125
22.65625
23.2890625
21.859375
23.14453125
17.65234375
15.125
12.296875
10.5
10.47265625
13.7734375
14.87890625
12.5703125
13.3203125
13.75
13.83203125
13.91796875
14.05859375
16.44140625
19.30078125
17.94921875
17.15234375
14.69921875
14.85546875
14.71484375
14.921875
23.40234375
22.296875
24.7578125
19.33984375
18.0
11.00390625
6.74609375
9.70703125
15.75390625
16.375
12.1953125
12.76171875
13.20703125
13.5703125
13.6640625
13.671875
16.40234375
19.66015625
17.93359375
17.0390625
13.99609375
14.34765625
14.51953125
14.859375
22.55078125
21.4765625
25.90234375
19.49609375
10.31640625
0.0
0.0703125
0.0
0.85546875
7.8671875
12.97265625
13.64453125
13.984375
12.7109375
12.4296875
12.86328125
15.5625
18.69140625
17.13671875
16.48046875
13.44921875
14.375
14.50390625
15.0859375
21.4765625
20.734375
23.0703125
19.72265625
18.1640625
12.890625
8.39453125
14.171875
15.02734375
16.71484375
14.26953125
13.80078125
13.375
13.36328125
13.72265625
13.578125
16.05078125
19.00390625
17.05078125
16.2109375
12.81640625
13.49609375
13.57421875
13.8671875
21.8359375
21.27734375
24.80859375
22.87109375
23.37890625
23.44921875
25.23828125
22.5078125
22.64453125
18.97265625
14.390625
14.49609375
14.37109375
14.28515625
14.25390625
14.453125
17.0
19.71875
18.49609375
18.2109375
17.828125
18.1875
18.10546875
17.7578125
15.63671875
15.765625
15.79296875
14.21484375
13.86328125
15.890625
15.23046875
15.20703125
15.75
15.79296875
15.46875
15.21484375
15.1640625
19.015625
20.49609375
18.54296875
18.0703125
19.2109375
17.86328125
17.7734375
18.25
17.9453125
17.71484375
18.03125
15.4453125
15.8125
15.7265625
13.7265625
12.5625
13.3046875
13.37109375
13.390625
13.8828125
14.0
14.79296875
15.22265625
15.15625
18.87890625
20.078125
17.98046875
17.41796875
18.75
18.203125
18.4375
19.48046875
20.01953125
20.68359375
21.640625
22.5390625
22.1796875
24.4140625
25.1484375
23.84765625
22.24609375
21.15625
22.1484375
23.6640625
23.3984375
16.65625
16.50390625
15.37109375
15.73828125
15.78515625
15.72265625
18.234375
21.1171875
19.3671875
18.640625
15.3984375
16.328125
16.6875
16.9453125
24.9765625
25.46875
28.4140625
26.55859375
26.49609375
22.8203125
19.2109375
18.9921875
22.375
22.19140625
16.54296875
15.02734375
14.07421875
14.03515625
14.2421875
14.2265625
16.90625
19.69921875
18.4296875
17.34375
13.87890625
14.37109375
14.5703125
15.0234375
22.90625
23.8671875
26.5078125
24.765625
24.74609375
26.078125
23.3984375
23.796875
24.54296875
19.8203125
15.9609375
15.73046875
15.6171875
15.05078125
14.70703125
15.05078125
17.8515625
20.23046875
18.80859375
18.1171875
14.94921875
15.70703125
16.0703125
16.0234375
23.3359375
22.62109375
24.61328125
20.09375
16.2890625
1.03125
0.7265625
0.8125
0.4140625
7.6640625
13.81640625
13.3671875
14.2578125
13.890625
13.87109375
14.0859375
16.59765625
19.10546875
17.70703125
16.36328125
13.671875
14.58203125
14.7109375
15.16015625
23.63671875
22.1171875
22.625
13.51171875
4.6015625
0.0
0.0
0.0
0.0078125
3.546875
10.73046875
11.671875
12.640625
13.14453125
13.2109375
13.84765625
15.8125
18.59765625
17.171875
16.80078125
16.86328125
16.8125
17.11328125
16.4921875
15.2109375
15.10546875
14.11328125
0.72265625
0.0
0.0
0.0
0.0
0.0
0.890625
10.29296875
12.71484375
13.6953125
16.953125
18.7578125
17.19140625
17.4140625
17.51171875
17.12890625
16.97265625
17.29296875
16.984375
17.421875
16.94140625
15.6796875
15.890625
14.5859375
0.625
0.0
0.0
0.0
0.0
0.0
1.09375
10.7421875
12.921875
13.5859375
17.140625
19.1328125
17.453125
17.328125
17.8046875
18.2890625
17.9375
19.3671875
19.9140625
20.2265625
21.3359375
23.0
22.3203125
25.34375
14.6171875
18.453125
5.6640625
0.4609375
0.0
0.015625
15.5625
16.6328125
15.484375
14.9765625
15.0546875
15.046875
15.4765625
17.9921875
21.8828125
20.4140625
18.9140625
15.15625
15.5
15.7265625
15.984375
25.28125
24.9140625
26.0625
4.0234375
0.0
0.0
0.0
0.0
0.203125
6.828125
14.1328125
15.7265625
15.2421875
14.453125
14.609375
14.6796875
17.2265625
21.2890625
19.46875
17.4140625
14.0625
14.796875
15.1171875
15.3359375
24.9140625
24.0390625
25.5859375
8.296875
0.0
0.0
0.0
0.0
0.15625
6.2109375
12.3671875
15.40625
15.390625
15.375
15.6640625
15.9453125
18.1953125
21.9453125
20.5234375
18.84375
15.46875
16.078125
16.3046875
16.5546875
26.0390625
24.8046875
26.90625
3.90625
0.0
0.0
0.0
0.0
0.125
6.78125
13.109375
14.6953125
14.984375
15.1953125
15.3984375
15.5625
18.15625
21.7421875
20.0
18.546875
15.1796875
16.03125
16.578125
16.4296875
25.359375
24.171875
29.109375
25.8125
13.953125
0.3671875
0.796875
0.0
0.03125
3.3046875
12.1875
14.296875
14.359375
14.6484375
14.8203125
15.125
17.453125
20.4609375
19.203125
19.1171875
19.21875
19.2109375
19.2890625
19.078125
16.9140625
17.3046875
15.515625
2.140625
1.8203125
0.0
0.0
1.359375
2.0234375
5.9765625
12.078125
14.6171875
15.234375
19.46875
21.5703125
19.5390625
19.625
20.421875
19.3359375
19.46875
19.8515625
19.4375
19.5703125
19.7421875
17.1796875
17.2109375
17.0234375
14.3203125
5.15625
0.6328125
1.8671875
4.09375
12.1015625
4.140625
13.546875
15.6484375
16.6171875
20.671875
22.328125
20.3125
20.2265625
20.53125
21.0703125
20.71875
22.0390625
22.8125
23.1328125
23.8828125
25.8046875
23.7734375
20.8046875
1.28125
0.0
0.0
0.0
0.0
0.046875
6.484375
11.2421875
14.1953125
14.8359375
15.296875
15.5390625
15.5234375
18.546875
21.5859375
19.8515625
18.609375
15.9609375
16.578125
16.859375
17.1171875
25.8828125
25.2109375
24.7890625
2.78125
0.0
0.0
0.0
0.0
0.0
5.0
12.28125
15.125
14.9453125
