Buildings C 2020 [kWh]
104.520101
111.1352973
112.4583365
120.8375851
150.3854618
222.2705946
220.0655291
213.891346
213.0093198
208.5991889
202.8660188
196.6918357
194.9277833
194.4867702
195.8098095
197.5738618
205.9531104
213.0093198
217.4194506
216.5374245
211.6862805
193.163731
168.4669983
123.9246767
102.3756894
108.8551634
110.1510582
118.358392
147.3000425
217.7103268
215.5505021
209.5029931
208.6390632
204.3194138
198.7038697
192.6563606
190.9285009
190.496536
191.7924308
193.5202905
201.7276242
208.6390632
212.9587125
212.0947827
207.3431684
189.2006411
165.0106048
121.3821465
99.42898262
105.7219562
106.9805509
114.9516508
143.0602661
211.4439124
209.3462545
203.4728125
202.6337494
198.4384337
192.9845232
187.1110812
185.4329549
185.0134234
186.2720181
187.9501444
195.9212442
202.6337494
206.8290651
205.990002
201.3751547
183.7548286
160.2610606
117.8883718
99.36358378
105.6524182
106.9101851
114.876042
142.9661691
211.3048364
209.2085582
203.3389795
202.5004682
198.3079119
192.8575888
186.98801
185.3109875
184.8917318
186.1494987
187.8265212
195.7923782
202.5004682
206.6930245
205.8545132
201.2427013
183.633965
160.1556498
117.8108314
105.9957802
112.7043738
114.0460926
122.5436446
152.5086963
225.4087477
223.1725498
216.9111957
216.0167165
211.5443207
205.7302062
199.4688521
197.6798938
197.2326542
198.5743729
200.3633313
208.8608833
216.0167165
220.4891123
219.5946331
214.6749978
195.8909355
170.8455191
125.6743216
96.74760788
102.8708742
104.0955275
111.8516648
139.2022544
205.7417484
203.7006596
197.9856111
197.1691755
193.086998
187.7801672
182.0651186
180.4322476
180.0240298
181.2486831
182.8815541
190.6376915
197.1691755
201.2513531
200.4349176
195.9445223
178.7993766
155.9391823
114.7091891
84.31836165
92.41881561
86.89577882
94.25982788
127.3980486
189.9924656
193.3062876
185.9422386
181.1556067
170.845938
164.5864963
159.431662
156.4860424
154.2768277
154.2768277
158.6952571
167.532116
176.3689748
183.7330239
188.8878582
187.0468459
170.4777356
145.4399688
107.8833186
87.10868316
95.47720294
89.771394
97.37913925
131.6139929
196.2798276
199.7033129
192.0955677
187.1505333
176.4996899
170.0331064
164.7076848
161.6645867
159.3822631
159.3822631
163.9469102
173.0762045
182.2054988
189.8132441
195.1386658
193.2367295
176.1193026
150.2529688
111.453468
101.2271388
107.6339198
108.915276
117.0305318
145.6474867
215.2678395
213.1322459
207.1525837
206.2983462
202.0271589
196.4746155
190.4949533
188.7864783
188.3593596
189.6407158
191.3491907
199.4644466
206.2983462
210.5695335
209.7152961
205.01699
187.0780034
163.1593546
120.0203629
108.5485641
115.4187264
116.7927589
125.4949644
156.1816893
230.8374528
228.5473987
222.1352473
221.2192256
216.6391175
210.6849768
204.2728253
202.4407821
201.9827712
203.3568037
205.188847
213.8910525
221.2192256
225.7993338
224.8833122
219.8451932
200.6087388
174.9601329
128.7010402
102.4831316
108.9694057
110.2666605
118.4826078
147.4546323
217.9388114
215.77672
209.7228642
208.8580276
204.5338448
198.9124072
192.8585514
191.1288783
190.69646
191.9937148
193.7233879
201.9393352
208.8580276
213.1822104
212.3173738
207.5607728
189.3992052
165.1837817
121.5095357
104.4671457
111.0789904
112.4013593
120.7763626
150.3092687
222.1579808
219.9540326
213.7829775
212.9013983
208.4935018
202.7632364
196.5921814
194.8290228
194.3882332
195.7106021
197.4737607
205.8487639
212.9013983
217.3092947
216.4277154
211.5790293
193.0658643
168.3816442
123.8618901
117.834425
125.2923
126.783875
136.2305167
169.5423583
250.5846
248.0986417
241.1379583
240.143575
235.1716583
228.7081667
221.7474833
219.7587167
219.261525
220.7531
222.7418667
232.1885083
240.143575
245.1154917
244.1211083
238.652
217.76995
189.9272167
139.7108583
146.2335599
150.1706172
152.4203643
164.2315365
200.2274897
286.842752
281.7808211
265.4701548
271.6569593
267.7199019
260.4082239
254.2214195
251.9716724
246.9097415
246.3473047
248.5970518
258.7209136
266.5950284
269.969649
267.7199019
259.8457871
237.9107532
213.1635353
156.3574217
176.403269
175.1824851
173.9617012
180.0656206
217.9099205
339.3779154
318.0141977
280.7802897
282.6114655
275.8971542
261.2477478
269.7932349
264.2997075
260.6373559
258.1957881
263.6893155
267.9620591
282.6114655
280.1698978
285.6634252
281.3906816
264.9100994
254.5334365
189.8318915
178.6345958
177.3983702
176.1621446
182.3432725
220.6662654
343.6707102
322.0367626
284.3318826
286.1862209
279.3869803
264.5522733
273.2058524
267.6428373
263.9341605
261.4617094
267.0247245
271.351514
286.1862209
283.7137698
289.2767849
284.9499953
268.2609501
257.7530327
192.2330771
152.4410217
156.5452031
158.8904496
171.2029936
208.7269374
299.0189272
293.7421226
276.7390856
283.1885134
279.0843321
271.462281
265.0128531
262.6676067
257.3908021
256.8044904
259.1497369
269.7033461
277.9117088
281.4295786
279.0843321
270.8759694
248.0098161
222.2121047
162.9946309
137.2059409
140.899947
143.0108076
154.0928259
187.866596
269.1347302
264.3852937
249.0815542
254.8864209
251.1924148
244.3321178
238.527251
236.4163904
231.666954
231.1392388
233.2500995
242.7489723
250.1369845
253.3032754
251.1924148
243.8044026
223.2235115
200.0040446
146.7048137
114.3617066
121.5997893
123.0474059
132.2156439
164.5457467
243.1995786
240.7868844
234.0313405
233.0662629
228.2408744
221.9678694
215.2123255
213.2821701
212.7996313
214.2472478
216.1774032
225.3456413
233.0662629
237.8916513
236.9265736
231.6186463
211.3520148
184.3298394
135.5934159
113.6863723
120.8817123
122.3207803
131.4348777
163.5740631
241.7634247
239.364978
232.6493273
231.6899487
226.8930553
220.657094
213.9414433
212.0226859
211.5429966
212.9820646
214.9008219
224.0149193
231.6899487
236.486842
235.5274633
230.2508806
210.1039286
183.2413258
134.792703
118.7182588
126.2320727
127.7348355
137.252333
170.8140349
252.4641454
249.9595407
242.9466478
241.944806
236.9355967
230.4236247
223.4107318
221.4070481
220.9061272
222.40889
224.4125737
233.9300712
241.944806
246.9540152
245.9521734
240.4420432
219.4033644
191.3517927
140.7587795
118.9696053
126.4993271
128.0052715
137.5429192
171.1756768
252.9986543
250.488747
243.4610066
242.4570437
237.4372291
230.9114702
223.8837298
221.875804
221.3738225
222.8797669
224.8876927
234.4253404
242.4570437
247.4768583
246.4728953
240.9510993
219.8678781
191.7569165
141.0567894
137.7003792
141.4076971
143.5261645
154.6481182
188.5435961
270.10459
265.3380384
249.9791499
255.8049352
252.0976173
245.2125983
239.3868131
237.2683457
232.5017941
231.9721773
234.0906446
243.6237478
251.0383836
254.2160847
252.0976173
244.6829815
224.0279246
200.7247835
147.2334824
142.4237425
146.2582279
148.4493624
159.9528185
195.0109705
279.3696488
274.4395961
258.553871
264.5794909
260.7450055
253.6238184
247.5981985
245.407064
240.4770114
239.9292278
242.1203623
251.9804675
259.6494383
262.93614
260.7450055
253.0760348
231.7124734
207.6099939
152.2838478
146.7165436
150.6666044
152.923782
164.7739644
200.8888059
287.7901433
282.7114937
266.3469561
272.5541945
268.6041337
261.2683065
255.0610682
252.8038906
247.725241
247.1609466
249.4181242
259.5754234
267.4755449
270.8613113
268.6041337
260.7040121
238.6965306
213.8675771
156.8738428
144.7560116
148.6532888
150.8803044
162.5721361
198.2043851
283.9444843
278.9336993
262.7878364
268.9121292
265.014852
257.7770514
251.6527586
249.4257431
244.4149581
243.8582042
246.0852197
256.1067898
263.9013442
267.2418676
265.014852
257.2202975
235.5068958
211.0097246
154.7775816
138.3676989
142.0929831
144.221717
155.3975696
189.4573109
271.4135633
266.6239122
251.1905919
257.04461
253.3193258
246.4009408
240.5469228
238.418189
233.6285378
233.0963544
235.2250882
244.8043904
252.2549588
255.4480596
253.3193258
245.8687574
225.1136025
201.6975304
147.9470012
113.1184804
120.2778779
121.7097574
130.7783276
162.7569697
240.5557558
238.16929
231.4871857
230.5325993
225.7596677
219.5548565
212.8727522
210.9635795
210.4862863
211.9181658
213.8273385
222.8959087
230.5325993
235.305531
234.3509447
229.1007198
209.0544068
182.3259895
134.1193797
104.6095438
111.230401
112.5545724
120.9409915
150.5141537
222.4608019
220.2538495
214.0743828
213.1916018
208.777697
203.0396208
196.8601541
195.0945922
194.6532017
195.9773731
197.742935
206.1293542
213.1916018
217.6055066
216.7227257
211.8674304
193.3290302
168.6111634
124.0307249
107.3849672
114.1814841
115.5407875
124.1497089
154.5074845
228.3629682
226.0974626
219.7540468
218.8478446
214.3168333
208.4265186
202.0831028
200.2706983
199.8175972
201.1769006
202.9893051
211.5982265
218.8478446
223.3788558
222.4726536
217.4885412
198.4582938
173.0846307
127.3214168
101.6829049
108.1185318
109.4056572
117.5574512
146.3032513
216.2370635
214.0918546
208.0852695
207.2271859
202.936768
197.3592247
191.3526396
189.6364724
189.2074306
190.494556
192.2107232
200.3625172
207.2271859
211.5176038
210.6595202
205.9400605
187.9203052
163.8939648
120.5607438
69.30992625
75.96852179
71.42857029
77.48183896
104.721548
156.1743316
158.8983025
152.8450339
148.9104092
140.4358331
135.2905547
131.0532667
128.6319592
126.8159786
126.8159786
130.4479398
137.7118622
144.9757846
151.0290533
155.2663413
153.7530242
140.1331697
119.5520562
88.68038599
60.5243604
66.33892778
62.37445002
67.66042037
91.4472869
136.3780348
138.7567215
133.4707511
130.0348704
122.6345119
118.1414371
114.4412579
112.3268697
110.7410786
110.7410786
113.9126608
120.2558253
126.5989897
131.88496
135.5851392
134.2636467
122.3702134
104.3979142
77.4394655
70.72988722
77.52489822
72.89193617
79.0692189
106.8669912
159.3738943
162.1536716
155.9763888
151.9611551
143.3129593
138.0622689
133.738171
131.2672579
129.4140731
129.4140731
133.1204428
140.533182
147.9459213
154.123204
158.4473019
156.9029813
143.0040951
122.0013338
90.49719194
85.65167078
91.0726626
92.15686097
99.02345061
123.2372141
182.1453252
180.3383279
175.2787356
174.5559367
170.9419421
166.2437492
161.1841568
159.738559
159.3771596
160.4613579
161.9069557
168.7735454
174.5559367
178.1699312
177.4471323
173.4717383
158.2929612
138.0545917
101.5532468
90.8138878
96.56160222
97.7111451
104.9915834
130.6647078
193.1232044
191.2072996
185.8427662
185.0764043
181.2445946
176.2632421
170.8987087
169.3659848
168.9828039
170.1323468
171.6650706
178.9455089
185.0764043
188.9082139
188.1418519
183.9268614
167.833261
146.3751272
107.6738501
87.75984831
93.31426909
94.42515324
101.4607529
126.270499
186.6285382
184.7770646
179.5929385
178.8523491
175.1494019
170.3355706
165.1514445
163.6702656
163.2999709
164.4108551
165.8920339
172.9276336
178.8523491
182.5552963
181.8147068
177.7414649
162.1890867
141.4525825
104.0528159
94.29542685
100.2634918
101.4571048
109.0166538
135.6740108
200.5269837
198.5376287
192.9674347
192.1716927
188.1929827
183.0206597
177.4504657
175.8589817
175.4611107
176.6547237
178.2462077
185.8057567
192.1716927
196.1504027
195.3546607
190.9780797
174.2674977
151.9867218
111.8017508
91.69249155
97.4958138
98.65647825
106.0073531
131.9288592
194.9916276
193.0571869
187.6407528
186.8669765
182.998095
177.968549
172.5521149
171.0045623
170.6176742
171.7783386
173.3258912
180.6767661
186.8669765
190.735858
189.9620817
185.706312
169.4570097
147.7912733
108.7155702
93.48751022
99.40444125
100.5878275
108.0826068
134.5115653
198.8088825
196.8365722
191.3141032
190.5251791
186.5805584
181.4525515
175.9300825
174.3522343
173.9577722
175.1411584
176.7190067
184.213786
190.5251791
194.4697997
193.6808756
189.3417929
172.774386
150.6845101
110.8438412
92.20963018
98.04568272
99.21289323
106.6052265
132.6729278
196.0913654
194.1460146
188.6990322
187.9208919
184.0301902
178.972278
173.5252956
171.9690149
171.5799448
172.7471553
174.303436
181.6957692
187.9208919
191.8115936
191.0334532
186.7536814
170.4127343
148.6248048
109.3287176
92.96892701
98.85303632
100.0298582
107.4830633
133.7654182
197.7060726
195.7447029
190.2528675
189.4683196
185.5455801
180.4460187
174.9541833
173.3850875
172.9928136
174.1696354
175.7387312
183.1919363
189.4683196
193.3910591
192.6065112
188.2914977
171.8159917
149.8486503
110.228981
89.02033
94.6545281
95.78136772
102.9180187
128.0841035
189.3090562
187.4309902
182.1724053
181.4211789
177.6650468
172.7820751
167.5234902
166.0210374
165.6454242
166.7722638
168.2747166
175.4113676
181.4211789
185.1773109
184.4260845
180.2943392
164.5185846
143.484245
105.5473111
90.15912377
95.86539742
97.00665215
104.2345988
129.7226211
191.7307948
189.8287036
184.5028482
183.7420117
179.9378293
174.9923921
169.6665367
168.1448637
167.7644455
168.9057002
170.4273732
177.6553198
183.7420117
187.5461942
186.7853577
182.600757
166.6231908
145.3197691
106.8975265
94.91608097
100.9234279
102.1248972
109.7342033
136.5670195
201.8468557
199.8444068
194.2375497
193.4365701
189.4316722
184.2253048
178.6184477
177.0164886
176.6159988
177.8174682
179.4194273
187.0287334
193.4365701
197.441468
196.6404884
192.2351007
175.4145294
152.987101
112.5376319
109.6102981
112.5613445
114.2476568
123.1007963
150.0817927
215.0048154
211.2106128
198.9848488
203.6222076
200.6711611
195.1906462
190.5532874
188.8669751
185.0727725
184.6511944
186.3375067
193.925912
199.8280049
202.3574733
200.6711611
194.7690681
178.3275234
159.7780883
117.1987033
111.6278989
114.6332654
116.3506177
125.3667172
152.8443538
218.962417
215.0983743
202.6475702
207.370289
204.3649225
198.7835276
194.0608088
192.3434565
188.4794138
188.0500758
189.7674281
197.4955134
203.5062464
206.0822748
204.3649225
198.3541895
181.6100047
162.7191295
119.3559842
117.44348
120.6054199
122.4122427
131.8980622
160.8072265
230.3699032
226.3045519
213.2050868
218.1738495
215.0119096
209.1397356
204.170973
202.3641502
198.298799
197.8470933
199.6539161
207.7846185
214.1084982
216.8187324
215.0119096
208.6880299
191.0715079
171.1964574
125.5741825
114.9492182
118.0440049
119.8124544
129.0968143
157.3920065
225.4773127
221.4983013
208.6770423
213.5402785
210.4454918
204.6980309
199.8347948
198.0663453
194.0873339
193.6452215
195.413671
203.3716938
209.5612671
212.2139414
210.4454918
204.2559186
187.0135358
167.5605912
122.907241
126.268004
129.6675272
131.6101118
141.8086814
172.8900362
247.6795463
243.3087307
229.2249918
234.5670997
231.1675765
224.8541763
219.5120684
217.5694838
213.1986683
212.7130221
214.6556068
223.3972378
230.1962842
233.1101612
231.1675765
224.3685301
205.4283295
184.0598981
135.009635
146.8624062
145.8460574
144.8297085
149.9114527
181.4182665
282.5449753
264.7588707
233.7602313
235.2847546
229.694836
217.49865
224.6130918
220.0395221
216.9904756
214.9577779
219.5313477
223.0885686
235.2847546
233.2520569
237.8256267
234.2684057
220.5476965
211.9087314
158.0422434
151.5764333
150.5274615
149.4784896
154.7233489
187.2414765
291.6141762
273.2571687
241.2635271
242.8369849
237.0676397
224.4799774
231.8227804
227.102407
223.9554915
221.8575477
226.5779211
230.2493226
242.8369849
240.7390412
245.4594145
241.788013
227.626893
218.7106322
163.1151238
149.3273108
148.2939038
147.2604968
152.4275318
184.4631487
287.2871447
269.2025223
237.6836089
239.2337194
233.5499809
221.149097
228.382946
223.7326145
220.6323935
218.5655795
223.215911
226.8328355
239.2337194
237.1669054
241.8172369
238.2003124
224.249318
215.4653585
160.6947878
125.3563727
128.7313519
130.6599115
140.7848493
171.6418026
245.8913464
241.5520873
227.5700304
232.8735692
229.4985899
223.2307713
217.9272325
215.9986729
211.6594138
211.1772739
213.1058335
221.7843516
228.5343101
231.4271495
229.4985899
222.7486314
203.9451755
182.7310201
134.0348908
118.3282871
121.5140487
123.3344839
132.8917686
162.0187316
232.1054862
228.0095071
214.811352
219.8175487
216.6317871
210.7153728
205.709176
203.8887408
199.7927617
199.3376529
201.1580881
209.3500464
215.7215695
218.4522223
216.6317871
210.260264
192.5110209
